framenum,source,blockw,blockh,srcx,srcy,dstx,dsty,flags
4, 1,16, 8, 147, 348, 152, 348,0x0
4,-1, 8, 8, 178, 340, 172, 340,0x0
4,-1, 8, 8, 169, 348, 164, 348,0x0
4, 1, 8, 8, 159, 348, 164, 348,0x0
4,-1,16,16, 200, 346, 184, 344,0x0
4,-1, 8,16, 212, 346, 196, 344,0x0
4,-1, 8,16, 221, 346, 204, 344,0x0
4,-1,16, 8, 233, 342, 216, 340,0x0
4,-1,16, 8, 233, 350, 216, 348,0x0
4, 1,16, 8, 208, 340, 216, 340,0x0
4, 1,16,16, 147, 360, 152, 360,0x0
4,-1,16,16, 198, 362, 184, 360,0x0
4,-1, 8, 8, 212, 358, 196, 356,0x0
4,-1, 8, 8, 221, 358, 204, 356,0x0
4,-1, 8, 8, 212, 366, 196, 364,0x0
4,-1, 8, 8, 220, 366, 204, 364,0x0
4,-1,16,16, 233, 362, 216, 360,0x0
4, 1,16,16, 211, 360, 216, 360,0x0
4,-1,16,16, 237, 360, 232, 360,0x0
4,-1,16,16, 182, 378, 168, 376,0x0
4,-1, 8, 8, 194, 374, 180, 372,0x0
4,-1, 8, 8, 202, 374, 188, 372,0x0
4,-1, 8, 8, 194, 382, 180, 380,0x0
4,-1, 8, 8, 202, 382, 188, 380,0x0
4,-1,16,16, 216, 378, 200, 376,0x0
4,-1,16,16, 221, 376, 216, 376,0x0
4, 1,16,16, 226, 376, 232, 376,0x0
4, 1,16, 8, 446, 412, 440, 412,0x0
4,-1,16,16, 686, 506, 680, 504,0x0
4, 1,16,16, 675, 502, 680, 504,0x0
20 6 5,-1,16, 8, 693, 116, 680, 116,0x0
5,-1,16, 8, 466, 180, 472, 180,0x0
5,-1, 8, 8, 673, 332, 668, 332,0x0
5,-1, 8,16, 202, 346, 180, 344,0x0
5,-1, 8,16, 205, 346, 188, 344,0x0
5,-1, 8, 8, 219, 343, 196, 340,0x0
5,-1, 8, 8, 226, 343, 204, 340,0x0
5,-1, 8, 8, 219, 351, 196, 348,0x0
5,-1, 8, 8, 227, 351, 204, 348,0x0
5,-1, 8,16, 160, 363, 140, 360,0x0
5,-1,16,16, 173, 363, 152, 360,0x0
5,-1, 8,16, 191, 364, 164, 360,0x0
5,-1, 8,16, 197, 364, 172, 360,0x0
5,-1,16,16, 207, 363, 184, 360,0x0
5,-1, 8, 8, 219, 359, 196, 356,0x0
5,-1, 8, 8, 227, 359, 204, 356,0x0
5,-1, 8, 8, 219, 367, 196, 364,0x0
5,-1, 8, 8, 227, 368, 204, 364,0x0
5,-1, 8,16, 235, 363, 212, 360,0x0
5,-1, 8,16, 242, 363, 220, 360,0x0
5,-1, 8,16, 250, 363, 228, 360,0x0
5,-1, 8,16, 258, 363, 236, 360,0x0
5,-1,16,16, 156, 379, 136, 376,0x0
5,-1, 8,16, 169, 379, 148, 376,0x0
5,-1, 8,16, 183, 380, 156, 376,0x0
5,-1, 8, 8, 191, 376, 164, 372,0x0
5,-1, 8, 8, 197, 376, 172, 372,0x0
5,-1, 8, 8, 189, 384, 164, 380,0x0
5,-1, 8, 8, 189, 382, 172, 380,0x0
5,-1, 8, 8, 203, 375, 180, 372,0x0
5,-1, 8, 8, 211, 375, 188, 372,0x0
5,-1, 8, 8, 211, 383, 188, 380,0x0
5,-1,16,16, 223, 379, 200, 376,0x0
5,-1, 8, 8, 235, 375, 212, 372,0x0
5,-1, 8, 8, 242, 375, 220, 372,0x0
5,-1, 8, 8, 235, 383, 212, 380,0x0
5,-1, 8, 8, 243, 383, 220, 380,0x0
5,-1, 8,16, 250, 379, 228, 376,0x0
5,-1, 8,16, 259, 379, 236, 376,0x0
5,-1,16,16, 271, 379, 248, 376,0x0
5,-1,16,16, 292, 381, 280, 376,0x0
5,-1, 8, 8, 609, 381, 604, 380,0x0
5,-1,16, 8, 239, 391, 216, 388,0x0
5,-1,16,16, 264, 391, 232, 392,0x0
5,-1, 8, 8, 267, 391, 244, 388,0x0
5,-1, 8, 8, 275, 391, 252, 388,0x0
5,-1, 8, 8, 273, 396, 244, 396,0x0
5,-1,16, 8, 276, 391, 264, 388,0x0
5,-1,16, 8, 576, 384, 584, 388,0x0
5,-1,16,16, 354, 408, 360, 408,0x0
5,-1, 8, 8, 505, 404, 500, 404,0x0
5,-1,16,16, 691, 440, 680, 440,0x0
5,-1, 8,16, 695, 456, 684, 456,0x0
5,-1, 8, 8, 703, 452, 692, 452,0x0
5,-1, 8, 8, 711, 452, 700, 452,0x0
5,-1, 8, 8, 703, 460, 692, 460,0x0
5,-1, 8, 8, 712, 460, 700, 460,0x0
5,-1, 8, 8,  -3, 465,   4, 468,0x0
5,-1, 8,16, 695, 472, 684, 472,0x0
5,-1, 8, 8, 703, 468, 692, 468,0x0
5,-1, 8, 8, 711, 468, 700, 468,0x0
5,-1, 8, 8, 703, 476, 692, 476,0x0
5,-1, 8, 8, 711, 477, 700, 476,0x0
5,-1,16,16, 723, 473, 712, 472,0x0
5,-1,16, 8, 703, 489, 696, 484,0x0
5,-1,16, 8, 701, 494, 696, 492,0x0
5,-1,16,16, 754, 523, 744, 520,0x0
20 6 6,-1, 8,16, 250, 280, 244, 280,0x0
6,-1, 8, 8, 178, 340, 172, 340,0x0
6, 1, 8, 8, 166, 338, 180, 340,0x0
6, 1, 8, 8, 172, 338, 188, 340,0x0
6, 1, 8, 8, 172, 346, 188, 348,0x0
6,-1,16, 8, 208, 340, 200, 340,0x0
6, 1,16, 8, 184, 338, 200, 340,0x0
6, 1,16, 8, 184, 346, 200, 348,0x0
6, 1,16, 8, 203, 340, 216, 340,0x0
6, 1,16, 8, 200, 346, 216, 348,0x0
6, 1,16,16, 122, 358, 136, 360,0x0
6, 1, 8,16, 134, 358, 148, 360,0x0
6, 1, 8,16, 172, 358, 188, 360,0x0
6, 1,16,16, 184, 358, 200, 360,0x0
6,-1,16, 8, 223, 356, 216, 356,0x0
6,-1,16, 8, 221, 364, 216, 364,0x0
6, 1,16, 8, 209, 356, 216, 356,0x0
6, 1,16, 8, 200, 363, 216, 364,0x0
6, 1, 8, 8, 126, 370, 140, 372,0x0
6, 1,16, 8, 168, 370, 184, 372,0x0
6,-1,16, 8, 205, 372, 200, 372,0x0
6,-1,16, 8, 214, 380, 200, 380,0x0
6, 1,16, 8, 184, 371, 200, 372,0x0
6,-1,16,16, 221, 377, 216, 376,0x0
6,-1,16, 8, 237, 381, 232, 380,0x0
19 8 7,-1,16, 8, 145, 349, 136, 348,0x0
7,-1, 8, 8, 164, 350, 156, 348,0x0
7, 1, 8, 8, 146, 339, 156, 340,0x0
7, 1, 8, 8, 138, 347, 148, 348,0x0
7, 1, 8, 8, 146, 346, 156, 348,0x0
7,-1,16,16, 178, 346, 168, 344,0x0
7, 1,16,16, 159, 342, 168, 344,0x0
7,-1,16,16, 195, 346, 184, 344,0x0
7, 1,16,16, 174, 342, 184, 344,0x0
7,-1,16,16, 210, 346, 200, 344,0x0
7, 1,16,16, 190, 342, 200, 344,0x0
7,-1, 8,16, 221, 345, 212, 344,0x0
7, 1, 8,16, 203, 343, 212, 344,0x0
7, 1, 8,16, 114, 358, 124, 360,0x0
7,-1,16,16, 145, 361, 136, 360,0x0
7, 1,16,16, 127, 359, 136, 360,0x0
7,-1,16,16, 161, 361, 152, 360,0x0
7, 1,16,16, 143, 359, 152, 360,0x0
7,-1,16,16, 178, 362, 168, 360,0x0
7, 1,16,16, 159, 358, 168, 360,0x0
7,-1,16,16, 194, 362, 184, 360,0x0
7, 1,16,16, 174, 358, 184, 360,0x0
7,-1,16,16, 210, 362, 200, 360,0x0
7, 1,16,16, 190, 358, 200, 360,0x0
7,-1,16,16, 250, 365, 216, 360,0x0
7, 1,16,16, 205, 359, 216, 360,0x0
7,-1,16,16, 145, 377, 136, 376,0x0
7, 1,16,16, 127, 375, 136, 376,0x0
7,-1,16,16, 161, 377, 152, 376,0x0
7, 1,16,16, 143, 375, 152, 376,0x0
7,-1,16,16, 178, 378, 168, 376,0x0
7, 1,16,16, 159, 374, 168, 376,0x0
7,-1,16,16, 194, 378, 184, 376,0x0
7, 1,16,16, 174, 374, 184, 376,0x0
7,-1,16,16, 210, 378, 200, 376,0x0
7, 1,16,16, 190, 374, 200, 376,0x0
7,-1,16, 8, 226, 382, 216, 380,0x0
7, 1,16, 8, 205, 371, 216, 372,0x0
7, 1,16, 8, 221, 371, 232, 372,0x0
7, 1,16, 8, 221, 379, 232, 380,0x0
7, 1,16,16, 232, 376, 248, 376,0x0
7, 1,16,16, 559, 376, 552, 376,0x0
7,-1, 8, 8, 602, 374, 596, 372,0x0
7,-1,16,16, 690, 440, 680, 440,0x0
7,-1,16, 8, 692, 460, 680, 460,0x0
7, 1,16, 8, 675, 450, 680, 452,0x0
7, 1,16, 8, 674, 458, 680, 460,0x0
7,-1,16,16, 702, 456, 696, 456,0x0
7, 1,16,16, 691, 456, 696, 456,0x0
7,-1,16,16, 691, 472, 680, 472,0x0
7, 1,16,16, 674, 470, 680, 472,0x0
7,-1,16,16, 702, 472, 696, 472,0x0
7, 1,16,16, 690, 471, 696, 472,0x0
7,-1, 8, 8, 679, 484, 668, 484,0x0
7,-1, 8,16, 682, 488, 676, 488,0x0
7,-1, 8,16, 689, 490, 684, 488,0x0
7, 1, 8,16, 671, 488, 676, 488,0x0
7,-1, 8,16, 697, 490, 692, 488,0x0
7, 1, 8,16, 685, 487, 692, 488,0x0
7, 1, 8,16, 695, 488, 700, 488,0x0
7,-1,16,16, 681, 507, 664, 504,0x0
7,-1, 8, 8, 698, 506, 692, 500,0x0
7, 1, 8, 8, 687, 500, 692, 500,0x0
18 8 8,-1,16, 8, 151, 350, 136, 348,0x0
8, 1,16, 8, 131, 340, 136, 340,0x0
8, 1,16, 8, 147, 340, 152, 340,0x0
8,-1, 8,16, 188, 346, 172, 344,0x0
8,-1,16,16, 200, 345, 184, 344,0x0
8,-1,16,16, 216, 346, 200, 344,0x0
8,-1, 8,16, 217, 344, 212, 344,0x0
8,-1, 8, 8, 139, 358, 124, 356,0x0
8,-1, 8, 8, 139, 367, 124, 364,0x0
8,-1, 8, 8, 147, 358, 132, 356,0x0
8,-1, 8, 8, 194, 356, 188, 356,0x0
8,-1, 8, 8, 194, 364, 188, 364,0x0
8, 1, 8, 8, 175, 364, 180, 364,0x0
8,-1,16,16, 206, 360, 200, 360,0x0
8,-1, 8, 8, 229, 357, 212, 356,0x0
8,-1, 8, 8, 225, 356, 220, 356,0x0
8,-1, 8, 8, 228, 366, 212, 364,0x0
8,-1, 8, 8, 225, 364, 220, 364,0x0
8,-1,16,16, 631, 360, 616, 360,0x0
8,-1,16,16, 190, 376, 184, 376,0x0
8,-1,16,16, 206, 376, 200, 376,0x0
8,-1,16,16, 232, 378, 216, 376,0x0
8,-1, 8,16, 684, 441, 676, 440,0x0
8,-1, 8,16, 693, 442, 684, 440,0x0
8, 1,16,16, 512, 456, 504, 456,0x0
8,-1,16, 8, 689, 454, 680, 452,0x0
8,-1, 8, 8, 701, 461, 692, 460,0x0
18 8 9,-1,16, 8, 139, 350, 120, 348,0x0
9,-1,16,16, 167, 348, 136, 344,0x0
9,-1, 8, 8, 188, 344, 164, 340,0x0
9,-1, 8, 8, 205, 344, 172, 340,0x0
9,-1, 8, 8, 204, 354, 164, 348,0x0
9,-1, 8, 8, 193, 351, 172, 348,0x0
9,-1,16, 8, 229, 346, 184, 340,0x0
9,-1,16, 8, 206, 351, 184, 348,0x0
9,-1,16, 8, 605, 350, 600, 348,0x0
9,-1,16,16,  94, 358, 104, 360,0x0
9,-1,16,16, 160, 366, 120, 360,0x0
9,-1,16, 8, 167, 359, 136, 356,0x0
9,-1,16, 8, 156, 367, 136, 364,0x0
9,-1,16, 8, 179, 360, 152, 356,0x0
9,-1,16, 8, 191, 370, 152, 364,0x0
9,-1, 8, 8, 203, 362, 164, 356,0x0
9,-1, 8, 8, 194, 359, 172, 356,0x0
9,-1, 8, 8, 203, 370, 164, 364,0x0
9,-1, 8, 8, 193, 367, 172, 364,0x0
9,-1,16,16, 206, 363, 184, 360,0x0
9,-1, 8,16, 218, 363, 196, 360,0x0
9,-1, 8,16, 226, 363, 204, 360,0x0
9,-1,16,16, 591, 361, 584, 360,0x0
9,-1, 8, 8, 601, 358, 596, 356,0x0
9,-1, 8, 8, 609, 358, 604, 356,0x0
9,-1, 8, 8, 603, 366, 596, 364,0x0
9,-1, 8, 8, 612, 366, 604, 364,0x0
9,-1, 8, 8, 149, 378, 116, 372,0x0
9,-1, 8, 8, 157, 378, 124, 372,0x0
9,-1, 8, 8, 152, 374, 132, 372,0x0
9,-1, 8, 8, 160, 375, 140, 372,0x0
9,-1, 8, 8, 160, 382, 140, 380,0x0
9,-1, 8, 8, 185, 375, 164, 372,0x0
9,-1, 8, 8, 193, 375, 172, 372,0x0
9,-1, 8, 8, 185, 383, 164, 380,0x0
9,-1, 8, 8, 191, 382, 172, 380,0x0
9,-1,16, 8, 206, 375, 184, 372,0x0
9,-1,16,16, 221, 379, 200, 376,0x0
9,-1,16, 8, 237, 375, 216, 372,0x0
9,-1,16, 8, 231, 388, 216, 380,0x0
9,-1, 8, 8, 596, 372, 588, 372,0x0
9,-1, 8, 8, 227, 391, 212, 388,0x0
9,-1, 8, 8, 235, 394, 220, 388,0x0
9,-1, 8, 8, 235, 399, 220, 396,0x0
9,-1,16, 8, 278, 388, 232, 388,0x0
9,-1, 8, 8, 290, 388, 244, 388,0x0
9,-1, 8, 8, 290, 398, 244, 396,0x0
9,-1,16,16, 621, 392, 616, 392,0x0
9,-1, 8,16, 679, 442, 668, 440,0x0
9,-1,16,16, 691, 442, 680, 440,0x0
9,-1, 8,16, 699, 460, 676, 456,0x0
9,-1, 8,16, 696, 458, 684, 456,0x0
9,-1, 8, 8, 707, 456, 692, 452,0x0
9,-1, 8, 8, 714, 461, 700, 452,0x0
9,-1, 8, 8, 705, 462, 692, 460,0x0
9,-1, 8, 8, 714, 461, 700, 460,0x0
9,-1, 8,16, 722, 465, 708, 456,0x0
9,-1, 8,16, 690, 475, 668, 472,0x0
9,-1, 8,16, 693, 474, 676, 472,0x0
9,-1, 8,16, 708, 476, 684, 472,0x0
9,-1,16,16, 720, 475, 696, 472,0x0
9,-1, 8, 8, 686, 484, 668, 484,0x0
9,-1, 8, 8, 687, 493, 668, 492,0x0
9,-1,16, 8, 698, 486, 680, 484,0x0
9,-1,16, 8, 697, 497, 680, 492,0x0
9,-1,16,16, 625, 506, 632, 504,0x0
9,-1, 8, 8, 679, 501, 660, 500,0x0
9,-1, 8, 8, 688, 498, 668, 500,0x0
9,-1, 8, 8, 666, 506, 660, 508,0x0
9,-1, 8, 8, 686, 512, 668, 508,0x0
9,-1, 8, 8, 719, 500, 708, 500,0x0
9,-1, 8, 8, 727, 500, 716, 500,0x0
9,-1, 8, 8, 719, 511, 708, 508,0x0
9,-1, 8, 8, 727, 510, 716, 508,0x0
9,-1,16,16, 723, 521, 712, 520,0x0
9,-1,16,16, 740, 525, 728, 520,0x0
9,-1,16,16, 723, 541, 712, 536,0x0
9,-1,16,16, 735, 552, 744, 552,0x0
16 8 10, 1,16, 8, 179, 340, 184, 340,0x0
10, 1,16, 8, 169, 347, 184, 348,0x0
10,-1, 8,16, 202, 345, 196, 344,0x0
10,-1,16, 8, 205, 356, 200, 356,0x0
10, 1,16, 8, 194, 356, 200, 356,0x0
10,-1, 8, 8, 217, 356, 212, 356,0x0
10, 1,16, 8, 672, 441, 680, 444,0x0
10, 1, 8,16, 661, 453, 668, 456,0x0
10, 1,16, 8, 673, 448, 680, 452,0x0
10, 1,16, 8, 673, 457, 680, 460,0x0
10, 1,16,16, 673, 469, 680, 472,0x0
10, 1, 8, 8, 685, 464, 692, 468,0x0
10, 1,16,16, 690, 518, 696, 520,0x0
10,-1, 8,16, 740, 536, 748, 536,0x0
23 9 11, 1,16, 8, 125, 332, 136, 332,0x0
11,-1,16, 8, 158, 333, 152, 332,0x0
11,-1, 8, 8, 198, 336, 164, 332,0x0
11,-1, 8, 8, 204, 336, 172, 332,0x0
11, 1, 8, 8,  99, 347, 108, 348,0x0
11,-1,16,16, 130, 346, 120, 344,0x0
11, 1,16,16, 111, 343, 120, 344,0x0
11,-1, 8, 8, 142, 342, 132, 340,0x0
11,-1, 8, 8, 146, 341, 140, 340,0x0
11,-1, 8, 8, 138, 349, 132, 348,0x0
11,-1, 8, 8, 153, 349, 140, 348,0x0
11, 1, 8, 8, 123, 339, 132, 340,0x0
11, 1, 8, 8, 131, 339, 140, 340,0x0
11, 1, 8, 8, 123, 347, 132, 348,0x0
11, 1, 8, 8, 131, 347, 140, 348,0x0
11,-1,16,16, 161, 346, 152, 344,0x0
11, 1,16,16, 143, 342, 152, 344,0x0
11,-1,16,16, 178, 346, 168, 344,0x0
11, 1,16,16, 158, 343, 168, 344,0x0
11,-1,16,16, 194, 346, 184, 344,0x0
11, 1,16,16, 175, 342, 184, 344,0x0
11,-1, 8, 8, 205, 350, 196, 348,0x0
11,-1, 8, 8, 625, 348, 620, 348,0x0
11,-1, 8,16, 117, 361, 108, 360,0x0
11,-1,16,16, 129, 361, 120, 360,0x0
11, 1,16,16, 111, 359, 120, 360,0x0
11,-1,16,16, 145, 361, 136, 360,0x0
11, 1,16,16, 127, 359, 136, 360,0x0
11,-1,16,16, 161, 362, 152, 360,0x0
11, 1,16,16, 143, 359, 152, 360,0x0
11,-1,16,16, 178, 362, 168, 360,0x0
11, 1,16,16, 159, 359, 168, 360,0x0
11,-1, 8, 8, 190, 358, 180, 356,0x0
11,-1, 8, 8, 198, 358, 188, 356,0x0
11,-1, 8, 8, 190, 365, 180, 364,0x0
11,-1, 8, 8, 198, 366, 188, 364,0x0
11, 1, 8, 8, 171, 355, 180, 356,0x0
11, 1, 8, 8, 179, 355, 188, 356,0x0
11, 1, 8, 8, 179, 363, 188, 364,0x0
11,-1, 8,16, 206, 362, 196, 360,0x0
11,-1, 8,16, 215, 361, 204, 360,0x0
11, 1, 8,16, 186, 359, 196, 360,0x0
11,-1, 8, 8, 223, 357, 212, 356,0x0
11,-1, 8, 8, 223, 365, 212, 364,0x0
11,-1, 8, 8, 229, 365, 220, 364,0x0
11,-1,16, 8, 129, 373, 120, 372,0x0
11, 1,16, 8, 111, 371, 120, 372,0x0
11,-1,16,16, 161, 378, 152, 376,0x0
11, 1,16,16, 143, 375, 152, 376,0x0
11,-1,16,16, 178, 378, 168, 376,0x0
11, 1,16,16, 159, 375, 168, 376,0x0
11, 1,16,16, 175, 375, 184, 376,0x0
11,-1,16,16, 210, 377, 200, 376,0x0
11, 1,16,16, 191, 375, 200, 376,0x0
11,-1,16,16, 243, 377, 216, 376,0x0
11, 1, 8, 8, 171, 387, 180, 388,0x0
11,-1,16,16, 674, 444, 664, 440,0x0
11,-1,16,16, 690, 444, 680, 440,0x0
11,-1, 8,16, 670, 460, 660, 456,0x0
11,-1, 8, 8, 681, 454, 676, 452,0x0
11,-1, 8, 8, 694, 456, 684, 452,0x0
11,-1, 8, 8, 681, 462, 676, 460,0x0
11,-1, 8, 8, 689, 462, 684, 460,0x0
11,-1, 8, 8, 697, 462, 692, 460,0x0
11, 1,16,16, 561, 472, 568, 472,0x0
11,-1, 8,16, 673, 474, 668, 472,0x0
11, 1, 8,16, 663, 470, 668, 472,0x0
11,-1, 8, 8, 681, 478, 676, 476,0x0
11,-1, 8, 8, 689, 478, 684, 476,0x0
11, 1, 8, 8, 680, 465, 684, 468,0x0
11, 1, 8, 8, 671, 474, 676, 476,0x0
11, 1, 8,16, 687, 470, 692, 472,0x0
11,-1,16, 8, 641, 484, 648, 484,0x0
11,-1,16, 8, 688, 493, 680, 492,0x0
11,-1, 8, 8, 686, 503, 676, 500,0x0
11,-1, 8, 8, 692, 502, 684, 500,0x0
11,-1, 8, 8, 694, 512, 684, 508,0x0
11,-1,16, 8, 706, 512, 696, 508,0x0
11, 1,16, 8, 684, 498, 696, 500,0x0
11, 1,16,16, 696, 515, 696, 520,0x0
23 9 12, 1,16, 8, 130, 332, 136, 332,0x0
12, 1,16, 8, 162, 332, 168, 332,0x0
12,-1,16,16, 134, 346, 120, 344,0x0
12,-1,16,16, 184, 346, 168, 344,0x0
12,-1, 8, 8, 195, 342, 180, 340,0x0
12,-1, 8, 8, 195, 350, 180, 348,0x0
12,-1, 8, 8, 203, 350, 188, 348,0x0
12,-1, 8, 8, 138, 358, 124, 356,0x0
12,-1, 8, 8, 130, 366, 116, 364,0x0
12,-1, 8, 8, 138, 366, 124, 364,0x0
12,-1,16,16, 168, 362, 152, 360,0x0
12,-1, 8, 8, 180, 358, 164, 356,0x0
12,-1, 8, 8, 188, 358, 172, 356,0x0
12,-1, 8, 8, 180, 366, 164, 364,0x0
12,-1, 8, 8, 188, 366, 172, 364,0x0
12,-1,16,16, 199, 362, 184, 360,0x0
12,-1, 8, 8, 212, 358, 196, 356,0x0
12,-1, 8, 8, 211, 366, 196, 364,0x0
12, 1,16,16, 147, 375, 152, 376,0x0
12,-1,16,16, 183, 378, 168, 376,0x0
12, 1,16,16, 175, 376, 184, 376,0x0
12,-1,16,16, 557, 376, 552, 376,0x0
12,-1,16,16, 468, 411, 472, 408,0x0
12,-1,16,16, 468, 427, 472, 424,0x0
12,-1, 8, 8, 667, 439, 660, 436,0x0
12,-1, 8, 8, 675, 447, 668, 444,0x0
12,-1,16, 8, 687, 447, 680, 444,0x0
12,-1, 8, 8, 675, 456, 668, 452,0x0
12,-1, 8, 8, 667, 464, 660, 460,0x0
12,-1, 8,16, 683, 460, 676, 456,0x0
12,-1,16, 8, 686, 501, 680, 500,0x0
12,-1,16, 8, 685, 509, 680, 508,0x0
12, 1,16, 8, 674, 508, 680, 508,0x0
12, 1,16,16, 690, 503, 696, 504,0x0
12,-1,16, 8, 685, 517, 680, 516,0x0
12, 1,16,16, 690, 519, 696, 520,0x0
17 1 8 13,-1, 8,16, 250, 280, 244, 280,0x0
13,-1, 8, 8, 162, 336, 132, 332,0x0
13,-1, 8, 8, 170, 336, 140, 332,0x0
13,-1,16, 8, 183, 336, 152, 332,0x0
