framenum,source,blockw,blockh,srcx,srcy,dstx,dsty,flags
11, 1,16,16, 904, 333, 904, 328,0x0
11,-1,16,16, 903, 337, 904, 344,0x0
11, 1,16,16, 904, 349, 904, 344,0x0
11, 1, 8,16, 916, 349, 916, 344,0x0
11, 1, 8, 8, 853, 378, 852, 372,0x0
11, 1, 8, 8, 860, 385, 860, 380,0x0
11, 1, 8, 8, 860, 394, 860, 388,0x0
11,-1, 8, 8, 850, 396, 868, 396,0x0
11,-1, 8, 8, 854, 396, 876, 396,0x0
11,-1,16,16, 817, 408, 824, 408,0x0
1 13,-1, 8,16,1279,  33,1276,  40,0x0
13,-1, 8,16,1276,  79,1276,  88,0x0
13,-1, 8,16,1034, 137,1028, 136,0x0
13,-1, 8,16,1002, 152,1012, 152,0x0
13,-1, 8,16,1010, 152,1020, 152,0x0
13,-1, 8, 8,1018, 148,1028, 148,0x0
13,-1, 8, 8,1016, 156,1028, 156,0x0
13,-1, 8, 8,1026, 156,1036, 156,0x0
13,-1,16, 8,1265, 156,1256, 156,0x0
13,-1,16,16,1266, 151,1272, 152,0x0
13,-1, 8, 8, 870, 163, 860, 164,0x0
13,-1,16, 8, 875, 164, 888, 164,0x0
13,-1,16, 8, 893, 164, 904, 164,0x0
13,-1, 8, 8,1270, 167,1268, 172,0x0
13,-1,16, 8, 199, 297, 200, 292,0x0
13,-1,16, 8, 199, 306, 200, 300,0x0
13,-1, 8, 8, 768, 296, 764, 300,0x0
13,-1, 8, 8, 830, 301, 868, 300,0x0
13,-1, 8, 8, 851, 303, 876, 300,0x0
13,-1, 8, 8, 829, 316, 836, 316,0x0
13,-1, 8, 8, 833, 316, 844, 316,0x0
13,-1,16, 8, 869, 335, 872, 340,0x0
13,-1,16, 8, 870, 342, 872, 348,0x0
13,-1, 8, 8, 900, 327, 900, 340,0x0
13,-1, 8, 8, 906, 327, 908, 340,0x0
13,-1, 8, 8, 898, 336, 900, 348,0x0
13,-1, 8, 8, 906, 334, 908, 348,0x0
13,-1,16,16, 972, 349, 968, 344,0x0
13,-1,16,16, 870, 354, 872, 360,0x0
13,-1,16,16, 371, 366, 360, 376,0x0
13,-1, 8, 8, 740, 370, 748, 372,0x0
13,-1, 8, 8, 868, 364, 868, 372,0x0
13,-1, 8, 8, 874, 366, 876, 372,0x0
13,-1, 8, 8, 868, 371, 868, 380,0x0
13,-1, 8, 8, 877, 365, 876, 380,0x0
13,-1,16, 8, 250, 388, 248, 396,0x0
13,-1,16, 8, 877, 395, 888, 396,0x0
1 14,-1,16, 8, 867, 316, 872, 316,0x0
15, 1, 8,16, 871, 184, 876, 184,0x0
15, 1, 8, 8, 849, 316, 844, 316,0x0
15, 1,16, 8, 861, 316, 856, 316,0x0
15, 1,16, 8, 877, 316, 872, 316,0x0
15, 1, 8,16, 833, 327, 828, 328,0x0
15, 1, 8,16, 764, 343, 756, 344,0x0
16,-1, 8, 8, 745, 351, 756, 348,0x0
16,-1, 8, 8, 753, 351, 764, 348,0x0
16, 1,16, 8, 813, 380, 808, 380,0x0
16, 1,16, 8, 797, 386, 792, 388,0x0
16, 1,16,16, 817, 392, 808, 392,0x0
2 1 17,-1,16,16, 805,  17, 792,  24,0x0
17,-1, 8, 8, 793,  29, 780,  36,0x0
17,-1, 8, 8, 801,  29, 788,  36,0x0
17,-1,16,16, 975,  54, 968,  56,0x0
17,-1,16,16,1272,  81,1272,  88,0x0
17,-1,16, 8,1272,  92,1272, 100,0x0
17,-1,16,16, 995, 152,1000, 152,0x0
17,-1,16, 8,1214, 156,1208, 156,0x0
17,-1, 8, 8,1001, 164, 996, 164,0x0
17,-1, 8, 8, 187, 284, 180, 292,0x0
17,-1,16,16, 118, 319, 120, 312,0x0
17,-1, 8, 8, 842, 316, 836, 316,0x0
17,-1,16, 8, 867, 313, 856, 316,0x0
17,-1,16, 8, 860, 316, 872, 316,0x0
17,-1, 8,16, 826, 328, 836, 328,0x0
17,-1, 8,16, 834, 328, 844, 328,0x0
17,-1, 8, 8, 847, 326, 852, 324,0x0
17,-1, 8, 8, 855, 324, 860, 324,0x0
17,-1, 8, 8, 861, 322, 868, 324,0x0
17,-1, 8, 8, 873, 326, 876, 332,0x0
17,-1,16,16, 885, 322, 888, 328,0x0
17,-1,16, 8, 901, 318, 904, 324,0x0
17,-1,16, 8, 902, 326, 904, 332,0x0
17,-1, 8,16, 908, 325, 916, 328,0x0
17,-1, 8, 8, 738, 348, 748, 348,0x0
17,-1, 8, 8, 741, 340, 756, 340,0x0
17,-1, 8, 8, 749, 340, 764, 340,0x0
17,-1, 8, 8, 741, 348, 756, 348,0x0
17,-1, 8, 8, 751, 348, 764, 348,0x0
17,-1,16,16, 902, 331, 904, 344,0x0
17,-1, 8,16, 738, 364, 748, 360,0x0
17,-1,16,16, 743, 355, 760, 360,0x0
17,-1, 8, 8, 915, 348, 916, 356,0x0
17,-1, 8, 8, 922, 348, 924, 356,0x0
17,-1, 8, 8, 916, 356, 916, 364,0x0
17,-1, 8, 8, 923, 356, 924, 364,0x0
17,-1,16,16, 351, 376, 360, 376,0x0
17,-1,16,16, 814, 376, 824, 376,0x0
17,-1,16,16, 831, 392, 840, 392,0x0
17,-1, 8, 8, 869, 378, 868, 388,0x0
17,-1,16,16, 958, 391, 952, 392,0x0
17,-1,16, 8, 831, 404, 840, 404,0x0
17,-1,16, 8, 916, 399, 904, 404,0x0
17,-1,16, 8, 932, 396, 920, 404,0x0
2 1 20, 1, 8,16, 895, 368, 884, 376,0x0
21,-1, 8, 8,1275,  83,1276, 100,0x0
21,-1,16,16,1006, 152,1000, 152,0x0
21,-1,16,16,1021, 152,1016, 152,0x0
21,-1, 8,16,1002, 168, 996, 168,0x0
21,-1,16, 8, 787, 303, 792, 300,0x0
21,-1,16, 8, 804, 306, 808, 300,0x0
21,-1,16,16, 785, 313, 792, 312,0x0
21,-1,16,16, 804, 315, 808, 312,0x0
21,-1, 8, 8, 831, 316, 836, 316,0x0
21,-1, 8, 8, 866, 316, 876, 316,0x0
21,-1, 8, 8, 808, 327, 812, 324,0x0
21,-1, 8, 8, 800, 335, 804, 332,0x0
21,-1, 8, 8, 808, 335, 812, 332,0x0
21,-1, 8, 8, 757, 340, 764, 340,0x0
21,-1,16,16, 818, 376, 824, 376,0x0
21,-1,16, 8, 865, 404, 872, 404,0x0
21,-1,16, 8, 913, 401, 904, 404,0x0
21,-1,16,16, 920, 401, 920, 408,0x0
22, 1,16,16, 816, 312, 808, 312,0x0
22,-1, 8, 8, 815, 316, 820, 316,0x0
22, 1,16,16, 799, 327, 792, 328,0x0
22, 1, 8,16, 811, 327, 804, 328,0x0
22,-1, 8, 8, 894, 380, 900, 380,0x0
23,-1,16,16,1007, 152,1000, 152,0x0
23,-1,16,16,1021, 152,1016, 152,0x0
23,-1, 8,16, 774, 315, 780, 312,0x0
23,-1,16,16, 786, 312, 792, 312,0x0
23,-1, 8, 8, 774, 320, 780, 324,0x0
23,-1, 8,16, 811, 330, 820, 328,0x0
23,-1,16,16, 768, 346, 776, 344,0x0
23,-1,16, 8, 787, 350, 792, 348,0x0
23,-1,16,16, 802, 343, 808, 344,0x0
23,-1, 8,16, 765, 364, 772, 360,0x0
23,-1, 8,16, 774, 362, 780, 360,0x0
23,-1,16,16, 786, 361, 792, 360,0x0
23,-1, 8,16, 798, 361, 804, 360,0x0
23,-1, 8,16, 764, 384, 764, 376,0x0
23,-1, 8, 8, 782, 373, 788, 372,0x0
23,-1, 8, 8, 893, 372, 900, 372,0x0
24, 1,16,16, 782, 390, 776, 392,0x0
24, 1, 8,16, 794, 388, 788, 392,0x0
14 25,-1, 8, 8,1044, 116,1036, 116,0x0
25,-1, 8, 8,1048, 125,1036, 124,0x0
25,-1,16, 8,1209, 134,1208, 140,0x0
25,-1, 8, 8,1004, 156, 988, 156,0x0
25,-1,16,16,1015, 152,1000, 152,0x0
25,-1,16, 8,1019, 157,1032, 156,0x0
25,-1, 8,16,1211, 152,1196, 152,0x0
25,-1,16, 8,1209, 142,1208, 148,0x0
25,-1,16, 8,1223, 156,1208, 156,0x0
25,-1,16,16,1213, 153,1224, 152,0x0
25,-1, 8, 8,1263, 157,1268, 156,0x0
25,-1,16, 8,1000, 164, 984, 164,0x0
25,-1, 8, 8, 257, 300, 252, 300,0x0
25,-1,16,16,  35, 321,  40, 312,0x0
25,-1,16,16, 781, 313, 792, 312,0x0
25,-1,16, 8, 797, 309, 808, 308,0x0
25,-1,16, 8, 790, 320, 808, 316,0x0
25,-1,16, 8, 805, 308, 824, 308,0x0
25,-1,16, 8, 806, 321, 824, 316,0x0
25,-1, 8, 8, 379, 324, 372, 324,0x0
25,-1,16,16, 781, 330, 792, 328,0x0
25,-1,16,16, 797, 330, 808, 328,0x0
25,-1,16,16, 809, 331, 824, 328,0x0
25,-1,16,16, 831, 328, 840, 328,0x0
25,-1, 8,16, 183, 340, 180, 344,0x0
25,-1,16,16, 238, 344, 232, 344,0x0
25,-1,16, 8, 262, 339, 248, 340,0x0
25,-1,16, 8, 254, 348, 248, 348,0x0
25,-1, 8, 8, 778, 341, 788, 340,0x0
25,-1, 8, 8, 785, 342, 796, 340,0x0
25,-1, 8, 8, 778, 350, 788, 348,0x0
25,-1, 8, 8, 786, 350, 796, 348,0x0
25,-1,16, 8, 797, 342, 808, 340,0x0
25,-1,16, 8, 797, 350, 808, 348,0x0
25,-1,16,16, 817, 345, 824, 344,0x0
25,-1,16, 8, 943, 343, 936, 340,0x0
25,-1,16, 8, 953, 348, 952, 340,0x0
25,-1,16, 8, 144, 356, 136, 356,0x0
25,-1,16, 8, 264, 363, 264, 356,0x0
25,-1,16, 8, 373, 364, 344, 364,0x0
25,-1,16,16, 376, 368, 376, 360,0x0
25,-1, 8, 8, 761, 356, 772, 356,0x0
25,-1, 8, 8, 769, 356, 780, 356,0x0
25,-1, 8, 8, 761, 364, 772, 364,0x0
25,-1, 8, 8, 769, 367, 780, 364,0x0
25,-1,16, 8, 781, 357, 792, 356,0x0
25,-1,16, 8, 780, 367, 792, 364,0x0
25,-1, 8, 8, 790, 357, 804, 356,0x0
25,-1, 8, 8, 798, 357, 812, 356,0x0
25,-1, 8, 8, 790, 365, 804, 364,0x0
25,-1, 8, 8, 797, 365, 812, 364,0x0
25,-1, 8, 8,  12, 372,   4, 372,0x0
25,-1, 8, 8,  14, 380,   4, 380,0x0
25,-1,16, 8, 439, 372, 408, 372,0x0
25,-1, 8, 8, 760, 371, 772, 372,0x0
25,-1, 8, 8, 769, 374, 780, 372,0x0
25,-1, 8, 8, 761, 382, 772, 380,0x0
25,-1, 8, 8, 768, 386, 780, 380,0x0
25,-1,16,16, 782, 381, 792, 376,0x0
25,-1, 8,16, 906, 422, 900, 376,0x0
25,-1,16, 8, 248, 388, 232, 388,0x0
25,-1, 8, 8, 753, 390, 764, 388,0x0
25,-1,16, 8, 763, 397, 776, 388,0x0
25,-1,16, 8, 760, 390, 776, 396,0x0
25,-1, 8, 8, 870, 385, 876, 388,0x0
25,-1,16, 8, 769, 405, 776, 404,0x0
25,-1,16, 8, 901, 400, 904, 404,0x0
14 26,-1,16,16,1023, 152,1016, 152,0x0
26,-1,16,16,1218, 152,1208, 152,0x0
26,-1, 8,16, 252, 376, 244, 376,0x0
26,-1,16, 8, 785, 380, 792, 380,0x0
26, 1,16, 8, 798, 373, 792, 372,0x0
26, 1, 8, 8, 810, 373, 804, 372,0x0
26, 1, 8, 8, 810, 381, 804, 380,0x0
26,-1, 8,16, 787, 394, 796, 392,0x0
26, 1, 8,16, 804, 391, 796, 392,0x0
26, 1, 8, 8, 810, 380, 804, 388,0x0
26, 1, 8, 8, 817, 396, 804, 396,0x0
27, 1, 8, 8, 793, 324, 788, 324,0x0
27, 1, 8,16, 784, 356, 780, 360,0x0
27,-1, 8,16, 767, 376, 788, 376,0x0
27,-1, 8, 8, 813, 372, 820, 372,0x0
27, 1, 8, 8, 830, 380, 820, 380,0x0
28,-1,16,16, 872, 152, 856, 152,0x0
28, 1,16,16,1199, 152,1208, 152,0x0
28, 1, 8, 8, 817, 380, 812, 380,0x0
28, 1,16, 8, 829, 380, 824, 380,0x0
28, 1, 8,16, 817, 392, 812, 392,0x0
28, 1,16,16, 829, 392, 824, 392,0x0
8 1 29,-1, 8,16, 978, 121, 964, 120,0x0
29,-1,16, 8, 992, 157, 984, 156,0x0
29,-1,16,16,1220, 153,1208, 152,0x0
29,-1, 8, 8, 866, 165, 860, 164,0x0
29,-1,16, 8, 878, 165, 872, 164,0x0
29,-1, 8, 8, 799, 309, 804, 308,0x0
29,-1, 8, 8, 807, 308, 812, 308,0x0
29,-1, 8, 8, 796, 318, 804, 316,0x0
29,-1, 8, 8, 801, 317, 812, 316,0x0
29,-1,16, 8, 819, 308, 824, 308,0x0
29,-1,16, 8, 813, 316, 824, 316,0x0
29,-1, 8, 8, 826, 308, 836, 308,0x0
29,-1, 8, 8, 826, 316, 836, 316,0x0
29,-1, 8, 8, 832, 317, 844, 316,0x0
29,-1, 8, 8, 930, 309, 924, 308,0x0
29,-1,16,16, 797, 328, 808, 328,0x0
29,-1, 8,16, 809, 328, 820, 328,0x0
29,-1,16,16, 835, 328, 840, 328,0x0
29,-1,16, 8, 851, 325, 856, 324,0x0
29,-1,16,16, 782, 344, 792, 344,0x0
29,-1,16,16, 801, 344, 808, 344,0x0
29,-1,16,16, 818, 344, 824, 344,0x0
29,-1,16,16, 834, 345, 840, 344,0x0
29,-1,16,16, 344, 368, 344, 360,0x0
29,-1, 8,16, 349, 364, 356, 360,0x0
29,-1, 8, 8, 811, 358, 820, 356,0x0
29,-1, 8, 8, 821, 357, 828, 356,0x0
29,-1, 8, 8, 803, 365, 820, 364,0x0
29,-1, 8, 8, 805, 365, 828, 364,0x0
29,-1,16,16, 833, 360, 840, 360,0x0
29,-1, 8,16,   4, 392,   4, 376,0x0
29,-1, 8,16,   4, 384,  12, 376,0x0
29,-1, 8,16, 228, 376, 236, 376,0x0
29,-1,16,16, 345, 369, 376, 376,0x0
29,-1, 8,16, 766, 385, 780, 376,0x0
29,-1,16, 8, 850, 381, 856, 380,0x0
29,-1,16, 8, 759, 387, 792, 388,0x0
29,-1,16, 8, 761, 398, 792, 396,0x0
29,-1, 8,16, 805, 392, 820, 392,0x0
29,-1, 8,16, 811, 392, 828, 392,0x0
29,-1, 8,16, 819, 391, 836, 392,0x0
29,-1, 8, 8, 916, 388, 908, 388,0x0
29,-1, 8, 8, 917, 406, 932, 404,0x0
29,-1, 8, 8, 925, 406, 940, 404,0x0
29,-1, 8, 8, 917, 412, 932, 412,0x0
29,-1, 8, 8, 925, 412, 940, 412,0x0
8 1 30,-1,16,16,1023, 152,1016, 152,0x0
31, 1,16,16,1187,   4,1192,   8,0x0
31, 1,16,16, 961,  40, 952,  40,0x0
31, 1,16,16, 930,  72, 936,  72,0x0
31, 1, 8,16,1007, 136,1020, 136,0x0
31,-1,16,16, 989, 153, 984, 152,0x0
31,-1, 8,16, 406, 366, 412, 360,0x0
31, 1,16,16, 867, 408, 872, 408,0x0
33,-1, 8,16,1242,  73,1244,  56,0x0
33,-1,16, 8,1254,  77,1256,  60,0x0
33,-1, 8,16, 979, 126, 972, 120,0x0
33,-1,16, 8, 991, 130, 984, 124,0x0
33,-1,16,16, 872, 106, 872, 136,0x0
33,-1,16,16,1000, 142,1000, 136,0x0
33,-1, 8, 8, 796, 295, 796, 300,0x0
33,-1,16,16, 802, 312, 808, 312,0x0
33,-1,16,16, 818, 312, 824, 312,0x0
33,-1, 8, 8, 830, 308, 836, 308,0x0
33,-1, 8, 8, 831, 310, 844, 308,0x0
33,-1, 8, 8, 830, 317, 836, 316,0x0
33,-1, 8, 8, 838, 316, 844, 316,0x0
33,-1, 8,16, 874, 314, 884, 312,0x0
33,-1, 8,16, 873, 313, 892, 312,0x0
33,-1,16,16, 802, 329, 808, 328,0x0
33,-1, 8,16, 781, 344, 788, 344,0x0
33,-1, 8,16, 789, 344, 796, 344,0x0
33,-1,16, 8, 847, 348, 856, 348,0x0
33,-1, 8,16, 781, 360, 788, 360,0x0
33,-1, 8,16, 785, 360, 796, 360,0x0
33,-1, 8, 8, 799, 373, 804, 372,0x0
33,-1,16,16, 848, 407, 840, 408,0x0
34,-1,16,16, 994, 152, 984, 152,0x0
34,-1,16,16,1009, 152,1000, 152,0x0
34, 1,16,16,1004, 151,1016, 152,0x0
34, 1,16, 8, 915, 345, 920, 340,0x0
34, 1,16,16, 870, 397, 872, 392,0x0
34, 1,16, 8, 846, 405, 840, 404,0x0
34,-1, 8,16, 881, 408, 876, 408,0x0
35,-1,16, 8, 803, 317, 808, 316,0x0
35,-1, 8, 8, 807, 325, 812, 324,0x0
35,-1, 8, 8, 807, 333, 812, 332,0x0
35,-1, 8, 8, 802, 358, 804, 348,0x0
35, 1,16, 8, 884, 351, 888, 348,0x0
36, 1,16,16, 882, 152, 888, 152,0x0
13 37,-1,16, 8,1273,  14,1272,  20,0x0
37,-1,16, 8,1274,  22,1272,  28,0x0
37,-1, 8, 8, 110,  39, 108,  44,0x0
37,-1, 8,16,1244,  52,1244,  40,0x0
37,-1,16,16, 984, 122, 968, 120,0x0
37,-1, 8, 8,1261, 125,1268, 124,0x0
37,-1,16,16, 980, 154, 968, 152,0x0
37,-1,16,16, 996, 154, 984, 152,0x0
37,-1,16,16,1010, 154,1000, 152,0x0
37,-1, 8, 8, 821, 295, 828, 292,0x0
37,-1, 8, 8, 813, 303, 820, 300,0x0
37,-1, 8, 8, 823, 305, 828, 300,0x0
37,-1, 8, 8, 786, 311, 804, 308,0x0
37,-1, 8, 8, 803, 309, 812, 308,0x0
37,-1, 8, 8, 795, 318, 804, 316,0x0
37,-1, 8, 8, 803, 318, 812, 316,0x0
37,-1,16, 8, 903, 317, 888, 316,0x0
37,-1,16,16, 784, 346, 792, 344,0x0
37,-1,16,16, 893, 337, 888, 344,0x0
37,-1, 8, 8, 905, 333, 900, 340,0x0
37,-1, 8, 8, 913, 332, 908, 340,0x0
37,-1, 8, 8, 905, 341, 900, 348,0x0
37,-1, 8, 8, 914, 340, 908, 348,0x0
37,-1, 8, 8, 921, 332, 916, 340,0x0
37,-1, 8, 8, 928, 335, 924, 340,0x0
37,-1, 8, 8, 922, 341, 916, 348,0x0
37,-1, 8, 8, 929, 341, 924, 348,0x0
37,-1,16, 8, 940, 346, 936, 340,0x0
37,-1,16, 8, 779, 357, 792, 356,0x0
37,-1,16, 8, 783, 365, 792, 364,0x0
37,-1,16, 8, 894, 349, 888, 356,0x0
37,-1,16, 8, 894, 357, 888, 364,0x0
37,-1, 8, 8, 906, 349, 900, 356,0x0
37,-1, 8, 8, 913, 348, 908, 356,0x0
37,-1, 8, 8, 906, 357, 900, 364,0x0
37,-1, 8, 8, 914, 356, 908, 364,0x0
37,-1, 8, 8, 921, 348, 916, 356,0x0
37,-1, 8, 8, 929, 348, 924, 356,0x0
37,-1, 8, 8, 921, 356, 916, 364,0x0
37,-1, 8, 8, 928, 355, 924, 364,0x0
37,-1, 8, 8, 786, 372, 796, 372,0x0
37,-1, 8, 8, 792, 382, 788, 380,0x0
37,-1,16, 8, 910, 364, 904, 372,0x0
37,-1,16, 8, 910, 372, 904, 380,0x0
37,-1,16, 8, 926, 362, 920, 372,0x0
37,-1, 8, 8, 868, 381, 868, 388,0x0
37,-1, 8, 8, 877, 380, 876, 388,0x0
37,-1, 8, 8, 872, 389, 868, 396,0x0
37,-1, 8, 8, 878, 383, 876, 396,0x0
13 39, 1, 8, 8, 821, 378, 836, 380,0x0
39, 1, 8, 8, 828, 382, 844, 380,0x0
40,-1,16,16, 886, 152, 872, 152,0x0
40, 1,16,16, 894, 152, 904, 152,0x0
40, 1, 8, 8, 850, 380, 844, 380,0x0
40, 1, 8, 8, 858, 380, 852, 380,0x0
40, 1, 8, 8, 850, 388, 844, 388,0x0
10 41,-1,16, 8,1222, 126,1208, 124,0x0
41,-1,16,16, 860, 155, 856, 152,0x0
41,-1,16,16, 880, 155, 872, 152,0x0
41,-1,16,16, 871, 154, 888, 152,0x0
41,-1, 8,16, 888, 154, 900, 152,0x0
41,-1, 8,16, 898, 154, 908, 152,0x0
41,-1, 8, 8,1200, 150,1212, 148,0x0
41,-1, 8, 8, 794, 321, 812, 324,0x0
41,-1, 8, 8, 796, 333, 804, 332,0x0
41,-1, 8, 8, 801, 332, 812, 332,0x0
41,-1, 8, 8, 836, 342, 836, 332,0x0
41,-1, 8, 8, 849, 326, 844, 332,0x0
41,-1, 8,16, 882, 330, 876, 328,0x0
41,-1,16,16, 894, 329, 888, 328,0x0
41,-1,16, 8, 909, 335, 904, 332,0x0
41,-1,16, 8, 926, 335, 920, 332,0x0
41,-1, 8,16, 798, 345, 804, 344,0x0
41,-1, 8,16, 806, 345, 812, 344,0x0
41,-1,16,16, 878, 345, 872, 344,0x0
41,-1, 8,16, 890, 346, 884, 344,0x0
41,-1, 8,16, 898, 346, 892, 344,0x0
41,-1,16,16, 910, 347, 904, 344,0x0
41,-1,16, 8, 926, 342, 920, 340,0x0
41,-1,16, 8, 924, 351, 920, 348,0x0
41,-1, 8, 8, 938, 342, 932, 340,0x0
41,-1, 8,16, 881, 361, 876, 360,0x0
41,-1, 8, 8, 890, 358, 884, 356,0x0
41,-1, 8, 8, 898, 358, 892, 356,0x0
41,-1, 8, 8, 890, 366, 884, 364,0x0
41,-1, 8, 8, 898, 366, 892, 364,0x0
41,-1, 8, 8, 906, 359, 900, 356,0x0
41,-1, 8, 8, 914, 359, 908, 356,0x0
41,-1, 8, 8, 906, 367, 900, 364,0x0
41,-1,16, 8, 894, 374, 888, 372,0x0
41,-1,16, 8, 897, 379, 888, 380,0x0
41,-1, 8, 8, 906, 374, 900, 372,0x0
41,-1, 8, 8, 937, 408, 900, 380,0x0
41,-1, 8, 8, 902, 377, 908, 380,0x0
41,-1,16, 8, 846, 405, 840, 404,0x0
10 42, 1,16,16, 848, 152, 856, 152,0x0
42,-1,16,16, 880, 152, 872, 152,0x0
43,-1,16,16, 887, 152, 872, 152,0x0
43,-1,16,16, 901, 152, 888, 152,0x0
43,-1,16,16, 989, 154, 984, 152,0x0
43,-1,16,16, 993, 153,1000, 152,0x0
43,-1, 8,16, 829, 296, 836, 296,0x0
43, 1, 8,16, 851, 312, 844, 312,0x0
43, 1, 8,16, 859, 312, 852, 312,0x0
43, 1,16,16, 847, 328, 840, 328,0x0
43, 1, 8, 8, 843, 340, 836, 340,0x0
43, 1, 8, 8, 843, 348, 836, 348,0x0
43, 1, 8,16, 907, 412, 900, 408,0x0
44,-1,16,16, 898, 152, 888, 152,0x0
44, 1,16,16, 894, 152, 904, 152,0x0
44,-1,16,16, 982, 152, 968, 152,0x0
44,-1,16,16,1015, 152,1000, 152,0x0
44,-1,16,16,1027, 152,1016, 152,0x0
44,-1,16,16,1021, 153,1032, 152,0x0
45,-1,16, 8,1272,   4,1272,  12,0x0
45,-1, 8, 8, 842, 142, 836, 140,0x0
45,-1, 8,16, 868, 154, 852, 152,0x0
45,-1,16,16, 890, 154, 872, 152,0x0
45,-1,16,16, 901, 154, 888, 152,0x0
45,-1, 8, 8,1013, 150,1020, 148,0x0
45,-1,16, 8,1026, 150,1032, 148,0x0
45,-1, 8, 8, 842, 308, 852, 308,0x0
45,-1, 8, 8, 846, 309, 860, 308,0x0
45,-1, 8, 8, 842, 316, 852, 316,0x0
45,-1, 8, 8, 849, 316, 860, 316,0x0
45,-1, 8, 8, 806, 334, 812, 332,0x0
45,-1,16,16, 828, 331, 840, 328,0x0
45,-1,16,16, 897, 332, 888, 328,0x0
45,-1,16, 8, 803, 340, 808, 340,0x0
45,-1,16,16, 832, 344, 840, 344,0x0
45,-1,16,16, 819, 362, 824, 360,0x0
45,-1,16,16, 834, 359, 840, 360,0x0
45,-1,16, 8, 819, 373, 824, 372,0x0
45,-1, 8,16, 839, 378, 844, 376,0x0
45,-1, 8,16, 864, 379, 860, 376,0x0
45,-1, 8, 8, 916, 366, 916, 372,0x0
45,-1, 8, 8, 865, 389, 860, 388,0x0
45,-1, 8, 8, 865, 402, 860, 396,0x0
45,-1,16, 8, 847, 404, 840, 404,0x0
45,-1, 8,16, 859, 409, 852, 408,0x0
46,-1,16,16, 894, 152, 888, 152,0x0
1 47,-1, 8,16,1032, 152,1012, 152,0x0
47, 1, 8,16,1029, 151,1020, 152,0x0
47,-1, 8, 8, 806, 356, 812, 356,0x0
47,-1,16,16, 818, 360, 824, 360,0x0
47,-1,16,16, 833, 360, 840, 360,0x0
47,-1,16,16, 818, 376, 824, 376,0x0
47,-1,16,16, 834, 376, 840, 376,0x0
47,-1, 8, 8, 814, 388, 820, 388,0x0
47,-1, 8, 8, 822, 390, 828, 388,0x0
47,-1, 8, 8, 814, 396, 820, 396,0x0
47,-1, 8, 8, 822, 396, 828, 396,0x0
1 48,-1, 8, 8, 836, 388, 844, 388,0x0
10 49,-1,16,16, 862, 154, 872, 152,0x0
49,-1,16, 8, 945, 158, 952, 156,0x0
49,-1, 8, 8, 821, 302, 828, 300,0x0
49,-1, 8, 8, 820, 309, 828, 308,0x0
49,-1, 8, 8, 820, 318, 828, 316,0x0
49,-1, 8,16, 828, 313, 836, 312,0x0
