framenum,source,blockw,blockh,srcx,srcy,dstx,dsty,flags
11 15,-1, 8,16, 134,   8, 140,   8,0x0
15,-1, 8,16, 142,   8, 148,   8,0x0
15,-1, 8,16, 148,   8, 156,   8,0x0
15,-1, 8,16, 156,   8, 164,   8,0x0
15,-1, 8, 8,  87,  32,  92,  28,0x0
15,-1, 8, 8, 110,  20, 116,  20,0x0
15,-1, 8, 8, 111,  28, 116,  28,0x0
15,-1, 8, 8, 119,  28, 124,  28,0x0
15,-1, 8,16, 126,  24, 132,  24,0x0
15,-1, 8,16, 134,  24, 140,  24,0x0
15,-1, 8,16, 142,  24, 148,  24,0x0
15,-1, 8,16, 148,  24, 156,  24,0x0
15,-1,16, 8, 161,  20, 168,  20,0x0
15,-1,16, 8, 161,  28, 168,  28,0x0
15,-1, 8,16, 173,  24, 180,  24,0x0
15,-1, 8,16, 180,  24, 188,  24,0x0
15,-1, 8, 8, 188,  20, 196,  20,0x0
15,-1, 8, 8, 188,  28, 196,  28,0x0
15,-1, 8, 8, 197,  28, 204,  28,0x0
15,-1, 8, 8, 498,  28, 484,  28,0x0
15,-1,16, 8, 527,  28, 520,  28,0x0
15,-1,16, 8, 113,  36, 120,  36,0x0
15,-1,16,16, 130,  40, 136,  40,0x0
15,-1,16,16, 177,  40, 184,  40,0x0
15,-1,16, 8, 192,  36, 200,  36,0x0
15,-1,16, 8, 464,  36, 456,  36,0x0
15,-1,16, 8, 480,  36, 472,  36,0x0
15,-1, 8, 8, 494,  36, 484,  36,0x0
15,-1,16, 8, 528,  36, 520,  36,0x0
15,-1, 8, 8, 540,  36, 532,  36,0x0
15,-1, 8, 8, 556,  37, 540,  36,0x0
11 6 1 17,-1,16,16, 131,   8, 136,   8,0x0
17,-1,16,16, 147,   8, 152,   8,0x0
17,-1, 8,16, 156,   8, 164,   8,0x0
17,-1, 8,16, 164,   8, 172,   8,0x0
17,-1, 8, 8,  92,  28, 100,  28,0x0
17,-1, 8, 8, 101,  28, 108,  28,0x0
17,-1,16, 8, 130,  20, 136,  20,0x0
17,-1,16, 8, 129,  28, 136,  28,0x0
17,-1,16, 8, 147,  20, 152,  20,0x0
17,-1,16, 8, 145,  28, 152,  28,0x0
17,-1,16, 8, 161,  20, 168,  20,0x0
17,-1,16, 8, 161,  28, 168,  28,0x0
17,-1,16,16, 177,  24, 184,  24,0x0
17,-1,16,16, 192,  24, 200,  24,0x0
17,-1, 8,16, 204,  24, 212,  24,0x0
17,-1, 8, 8, 450,  28, 444,  28,0x0
17,-1,16, 8, 464,  28, 456,  28,0x0
17,-1,16, 8, 480,  28, 472,  28,0x0
17,-1,16, 8, 512,  28, 504,  28,0x0
17,-1,16, 8, 528,  28, 520,  28,0x0
17,-1, 8, 8,  93,  38, 100,  36,0x0
17,-1, 8, 8, 101,  36, 108,  36,0x0
17,-1,16,16, 113,  40, 120,  40,0x0
17,-1,16,16, 129,  40, 136,  40,0x0
17,-1,16,16, 177,  40, 184,  40,0x0
17,-1,16, 8, 193,  36, 200,  36,0x0
17,-1, 8, 8, 205,  36, 212,  36,0x0
17,-1,16, 8, 448,  36, 440,  36,0x0
17,-1,16, 8, 447,  44, 440,  44,0x0
17,-1,16, 8, 464,  36, 456,  36,0x0
17,-1,16, 8, 481,  36, 472,  36,0x0
17,-1,16, 8, 512,  36, 504,  36,0x0
17,-1,16, 8, 528,  36, 520,  36,0x0
17,-1,16, 8, 542,  36, 536,  36,0x0
9 1 18,-1,16,16, 124,   8, 136,   8,0x0
18,-1, 8,16, 136,   8, 148,   8,0x0
18,-1, 8,16, 148,   8, 156,   8,0x0
18,-1, 8,16, 153,   8, 164,   8,0x0
18,-1, 8,16, 159,   8, 172,   8,0x0
18,-1, 8,16, 162,   8, 180,   8,0x0
18,-1, 8,16, 172,   8, 188,   8,0x0
18,-1,16,16, 184,   8, 200,   8,0x0
18,-1, 8, 8, 102,  28, 108,  28,0x0
18,-1,16, 8, 136,  20, 152,  20,0x0
18,-1,16, 8, 137,  28, 152,  28,0x0
18,-1, 8,16, 148,  24, 164,  24,0x0
18,-1, 8,16, 154,  24, 172,  24,0x0
18,-1, 8,16, 165,  24, 180,  24,0x0
18,-1, 8,16, 172,  24, 188,  24,0x0
18,-1,16,16, 184,  24, 200,  24,0x0
18,-1,16,16, 201,  24, 216,  24,0x0
18,-1, 8,16, 212,  24, 228,  24,0x0
18,-1, 8, 8, 450,  28, 444,  28,0x0
18,-1,16, 8, 473,  28, 456,  28,0x0
18,-1,16, 8, 106,  36, 120,  36,0x0
18,-1,16, 8, 120,  37, 136,  36,0x0
18,-1, 8, 8, 133,  37, 148,  36,0x0
18,-1,16, 8, 184,  36, 200,  36,0x0
18,-1,16, 8, 201,  36, 216,  36,0x0
18,-1,16, 8, 216,  36, 232,  36,0x0
18,-1, 8, 8, 470,  36, 452,  36,0x0
18,-1,16, 8, 521,  37, 504,  36,0x0
8 15 20,-1, 8,16, 139,   8, 148,   8,0x0
20,-1, 8,16, 150,   8, 156,   8,0x0
20,-1,16,16, 162,   8, 168,   8,0x0
20,-1,16,16, 177,   8, 184,   8,0x0
20,-1,16,16, 192,   8, 200,   8,0x0
20,-1, 8, 8, 117,  28, 124,  28,0x0
20,-1, 8, 8, 142,  20, 148,  20,0x0
20,-1, 8, 8, 149,  20, 156,  20,0x0
20,-1, 8, 8, 142,  28, 148,  28,0x0
20,-1, 8, 8, 149,  28, 156,  28,0x0
20,-1,16,16, 161,  24, 168,  24,0x0
20,-1,16,16, 177,  24, 184,  24,0x0
20,-1,16,16, 193,  24, 200,  24,0x0
20,-1, 8, 8, 205,  20, 212,  20,0x0
20,-1, 8, 8, 211,  20, 220,  20,0x0
20,-1, 8, 8, 205,  28, 212,  28,0x0
20,-1, 8, 8, 213,  28, 220,  28,0x0
20,-1, 8, 8, 220,  20, 228,  20,0x0
20,-1, 8, 8, 220,  28, 228,  28,0x0
20,-1, 8, 8, 228,  28, 236,  28,0x0
20,-1, 8, 8, 405,  28, 396,  28,0x0
20,-1, 8, 8, 410,  28, 404,  28,0x0
20,-1, 8, 8, 435,  29, 428,  28,0x0
20,-1,16, 8, 449,  28, 440,  28,0x0
20,-1, 8, 8, 458,  28, 452,  28,0x0
20,-1,16, 8, 496,  28, 488,  28,0x0
20,-1,16, 8, 115,  36, 120,  36,0x0
20,-1,16,16, 131,  40, 136,  40,0x0
20,-1,16,16, 145,  40, 152,  40,0x0
20,-1,16, 8, 208,  36, 216,  36,0x0
20,-1,16, 8, 224,  36, 232,  36,0x0
20,-1, 8, 8, 405,  36, 396,  36,0x0
20,-1,16, 8, 496,  36, 488,  36,0x0
20,-1,16, 8, 511,  36, 504,  36,0x0
15 21,-1, 8,16, 138,   8, 148,   8,0x0
21,-1, 8,16, 149,   8, 156,   8,0x0
21,-1,16,16, 162,   8, 168,   8,0x0
21,-1,16,16, 178,   8, 184,   8,0x0
21,-1,16,16, 192,   8, 200,   8,0x0
21,-1,16, 8, 129,  28, 136,  28,0x0
21,-1,16,16, 145,  24, 152,  24,0x0
21,-1,16,16, 161,  24, 168,  24,0x0
21,-1,16,16, 177,  24, 184,  24,0x0
21,-1,16,16, 193,  24, 200,  24,0x0
21,-1,16, 8, 209,  20, 216,  20,0x0
21,-1,16, 8, 208,  28, 216,  28,0x0
21,-1,16,16, 225,  24, 232,  24,0x0
21,-1, 8, 8, 237,  28, 244,  28,0x0
21,-1,16, 8, 402,  28, 392,  28,0x0
21,-1, 8, 8, 448,  20, 436,  20,0x0
21,-1, 8, 8, 446,  28, 436,  28,0x0
21,-1, 8, 8, 454,  28, 444,  28,0x0
21,-1,16, 8, 466,  28, 456,  28,0x0
21,-1,16, 8, 480,  28, 472,  28,0x0
21,-1,16, 8, 129,  36, 136,  36,0x0
21,-1,16,16, 145,  40, 152,  40,0x0
21,-1,16,16, 161,  40, 168,  40,0x0
21,-1,16, 8, 208,  36, 216,  36,0x0
21,-1,16,16, 225,  40, 232,  40,0x0
21,-1,16, 8, 241,  36, 248,  36,0x0
21,-1,16, 8, 402,  36, 392,  36,0x0
21,-1,16, 8, 417,  36, 408,  36,0x0
21,-1,16, 8, 480,  36, 472,  36,0x0
21,-1,16, 8, 496,  36, 488,  36,0x0
21,-1, 8, 8, 505,  36, 500,  36,0x0
10 22,-1,16,16, 144,   8, 152,   8,0x0
22,-1, 8,16, 150,   8, 164,   8,0x0
22,-1, 8,16, 158,   8, 172,   8,0x0
22,-1,16,16, 171,   8, 184,   8,0x0
22,-1, 8,16, 186,   8, 196,   8,0x0
22,-1, 8,16, 188,   8, 204,   8,0x0
22,-1,16,16, 200,   8, 216,   8,0x0
22,-1, 8,16, 127,  24, 148,  24,0x0
22,-1, 8,16, 147,  24, 156,  24,0x0
22,-1,16, 8, 154,  20, 168,  20,0x0
22,-1,16, 8, 153,  28, 168,  28,0x0
22,-1, 8,16, 165,  24, 180,  24,0x0
22,-1, 8,16, 172,  24, 188,  24,0x0
22,-1,16,16, 184,  24, 200,  24,0x0
22,-1,16,16, 201,  24, 216,  24,0x0
22,-1,16,16, 216,  24, 232,  24,0x0
22,-1,16, 8, 233,  20, 248,  20,0x0
22,-1,16, 8, 232,  28, 248,  28,0x0
22,-1, 8, 8, 270,  28, 260,  28,0x0
22,-1, 8, 8, 442,  28, 436,  28,0x0
22,-1, 8, 8, 452,  28, 444,  28,0x0
22,-1,16, 8, 473,  28, 456,  28,0x0
22,-1, 8,16, 133,  40, 148,  40,0x0
22,-1, 8,16, 141,  40, 156,  40,0x0
22,-1,16, 8, 153,  36, 168,  36,0x0
22,-1,16, 8, 176,  44, 168,  44,0x0
22,-1, 8, 8, 165,  36, 180,  36,0x0
22,-1,16,16, 216,  40, 232,  40,0x0
22,-1,16, 8, 232,  36, 248,  36,0x0
22,-1, 8, 8, 271,  36, 260,  36,0x0
22,-1,16, 8, 499,  36, 488,  36,0x0
10 11 2 24,-1, 8,16, 173,   8, 180,   8,0x0
24,-1, 8,16, 182,   8, 188,   8,0x0
24,-1,16,16, 194,   8, 200,   8,0x0
24,-1,16,16, 208,   8, 216,   8,0x0
24,-1,16,16, 224,   8, 232,   8,0x0
24,-1,16, 8, 161,  20, 168,  20,0x0
24,-1,16, 8, 161,  28, 168,  28,0x0
24,-1,16, 8, 177,  20, 184,  20,0x0
24,-1,16, 8, 176,  28, 184,  28,0x0
24,-1,16,16, 193,  24, 200,  24,0x0
24,-1,16,16, 208,  24, 216,  24,0x0
24,-1,16,16, 224,  24, 232,  24,0x0
24,-1, 8,16, 236,  24, 244,  24,0x0
24,-1, 8,16, 244,  24, 252,  24,0x0
24,-1, 8, 8, 254,  20, 260,  20,0x0
24,-1, 8, 8, 252,  28, 260,  28,0x0
24,-1, 8, 8, 261,  28, 268,  28,0x0
24,-1, 8, 8, 372,  28, 364,  28,0x0
24,-1,16, 8, 464,  28, 456,  28,0x0
24,-1,16,16, 145,  40, 152,  40,0x0
24,-1, 8,16, 157,  40, 164,  40,0x0
24,-1, 8,16, 164,  40, 172,  40,0x0
24,-1,16,16, 176,  40, 184,  40,0x0
24,-1, 8,16, 228,  40, 236,  40,0x0
24,-1,16, 8, 240,  36, 248,  36,0x0
24,-1,16, 8, 256,  36, 264,  36,0x0
24,-1, 8, 8, 365,  36, 356,  36,0x0
24,-1, 8, 8, 373,  36, 364,  36,0x0
24,-1, 8, 8, 365,  44, 356,  44,0x0
24,-1, 8, 8, 373,  44, 364,  44,0x0
24,-1, 8, 8, 381,  36, 372,  36,0x0
24,-1, 8, 8, 390,  36, 380,  36,0x0
24,-1, 8, 8, 381,  44, 372,  44,0x0
24,-1,16, 8, 401,  36, 392,  36,0x0
24,-1,16, 8, 463,  36, 456,  36,0x0
24,-1,16, 8, 479,  36, 472,  36,0x0
11 2 4 25,-1,16,16, 177,   8, 184,   8,0x0
25,-1,16,16, 193,   8, 200,   8,0x0
25,-1,16,16, 224,   8, 232,   8,0x0
25,-1,16,16, 240,   8, 248,   8,0x0
25,-1,16,16, 256,   8, 264,   8,0x0
25,-1, 8,16, 157,  24, 164,  24,0x0
25,-1, 8,16, 173,  24, 180,  24,0x0
25,-1, 8,16, 181,  24, 188,  24,0x0
25,-1,16,16, 192,  24, 200,  24,0x0
25,-1, 8,16, 204,  24, 212,  24,0x0
25,-1, 8,16, 212,  24, 220,  24,0x0
25,-1,16,16, 224,  24, 232,  24,0x0
25,-1,16,16, 241,  24, 248,  24,0x0
25,-1,16,16, 257,  24, 264,  24,0x0
25,-1, 8, 8, 447,  21, 436,  20,0x0
25,-1, 8, 8, 445,  28, 436,  28,0x0
25,-1, 8, 8, 453,  28, 444,  28,0x0
25,-1,16, 8, 464,  28, 456,  28,0x0
25,-1,16,16, 161,  40, 168,  40,0x0
25,-1,16,16, 177,  40, 184,  40,0x0
25,-1, 8, 8, 188,  36, 196,  36,0x0
25,-1,16, 8, 241,  36, 248,  36,0x0
25,-1,16, 8, 257,  36, 264,  36,0x0
25,-1, 8,16, 365,  40, 356,  40,0x0
25,-1, 8,16, 373,  40, 364,  40,0x0
25,-1, 8, 8, 382,  36, 372,  36,0x0
25,-1, 8, 8, 389,  36, 380,  36,0x0
25,-1, 8, 8, 381,  44, 372,  44,0x0
25,-1, 8, 8, 445,  36, 436,  36,0x0
25,-1, 8, 8, 452,  36, 444,  36,0x0
25,-1, 8, 8, 444,  44, 436,  44,0x0
25,-1, 8, 8, 458,  36, 452,  36,0x0
25,-1, 8, 8, 468,  36, 460,  36,0x0
13 4 26,-1,16,16, 186,   8, 200,   8,0x0
26,-1,16,16, 203,   8, 216,   8,0x0
26,-1,16,16, 219,   8, 232,   8,0x0
26,-1,16,16, 232,   8, 248,   8,0x0
26,-1,16,16, 169,  24, 184,  24,0x0
26,-1,16, 8, 186,  20, 200,  20,0x0
26,-1,16, 8, 184,  28, 200,  28,0x0
26,-1,16, 8, 201,  20, 216,  20,0x0
26,-1,16, 8, 200,  28, 216,  28,0x0
26,-1,16,16, 217,  24, 232,  24,0x0
26,-1,16,16, 233,  24, 248,  24,0x0
26,-1, 8, 8, 245,  20, 260,  20,0x0
26,-1, 8, 8, 250,  20, 268,  20,0x0
26,-1, 8, 8, 245,  28, 260,  28,0x0
26,-1, 8, 8, 252,  28, 268,  28,0x0
26,-1,16,16, 264,  24, 280,  24,0x0
26,-1, 8, 8, 410,  28, 404,  28,0x0
26,-1, 8,16, 445,  24, 428,  24,0x0
26,-1, 8,16, 157,  40, 172,  40,0x0
26,-1,16, 8, 168,  36, 184,  36,0x0
26,-1,16, 8, 169,  44, 184,  44,0x0
26,-1,16, 8, 184,  36, 200,  36,0x0
26,-1, 8, 8, 197,  36, 212,  36,0x0
26,-1,16, 8, 233,  36, 248,  36,0x0
26,-1,16, 8, 264,  36, 280,  36,0x0
26,-1, 8, 8, 336,  40, 348,  36,0x0
26,-1,16, 8, 465,  36, 456,  36,0x0
11 5 28,-1,16,16, 194,   8, 200,   8,0x0
28,-1,16,16, 209,   8, 216,   8,0x0
28,-1,16,16, 225,   8, 232,   8,0x0
28,-1,16,16, 239,   8, 248,   8,0x0
28,-1,16, 8, 255,   4, 264,   4,0x0
28,-1,16, 8, 256,  12, 264,  12,0x0
28,-1, 8,16, 190,  24, 196,  24,0x0
28,-1, 8,16, 197,  24, 204,  24,0x0
28,-1,16,16, 209,  24, 216,  24,0x0
28,-1,16,16, 225,  24, 232,  24,0x0
28,-1,16,16, 240,  24, 248,  24,0x0
28,-1,16,16, 256,  24, 264,  24,0x0
28,-1,16,16, 273,  24, 280,  24,0x0
28,-1, 8, 8, 377,  29, 372,  28,0x0
28,-1,16, 8, 194,  36, 200,  36,0x0
28,-1,16, 8, 209,  36, 216,  36,0x0
28,-1,16, 8, 273,  36, 280,  36,0x0
28,-1,16, 8, 370,  36, 360,  36,0x0
28,-1, 8, 8, 434,  36, 428,  36,0x0
28,-1, 8,16, 445,  40, 436,  40,0x0
7 29,-1,16,16, 201,   8, 216,   8,0x0
29,-1,16,16, 217,   8, 232,   8,0x0
29,-1,16,16, 234,   8, 248,   8,0x0
29,-1,16,16, 249,   8, 264,   8,0x0
29,-1, 8,16, 260,   8, 276,   8,0x0
29,-1,16,16, 200,  24, 216,  24,0x0
29,-1, 8,16, 212,  24, 228,  24,0x0
29,-1, 8,16, 220,  24, 236,  24,0x0
29,-1, 8,16, 230,  24, 244,  24,0x0
29,-1, 8,16, 237,  24, 252,  24,0x0
29,-1,16,16, 249,  24, 264,  24,0x0
29,-1,16, 8, 264,  20, 280,  20,0x0
29,-1,16, 8, 265,  28, 280,  28,0x0
29,-1, 8, 8, 369,  28, 364,  28,0x0
29,-1,16, 8, 185,  36, 200,  36,0x0
29,-1,16, 8, 200,  36, 216,  36,0x0
29,-1,16, 8, 216,  36, 232,  36,0x0
29,-1,16, 8, 318,  43, 312,  36,0x0
29,-1, 8, 8, 344,  39, 348,  36,0x0
10 30,-1, 8,16, 220,   8, 228,   8,0x0
30,-1, 8,16, 229,   8, 236,   8,0x0
30,-1,16,16, 241,   8, 248,   8,0x0
30,-1,16,16, 257,   8, 264,   8,0x0
