framenum,source,blockw,blockh,srcx,srcy,dstx,dsty,flags
219, 1,16,16, 594, 120, 600, 120,0x0
219,-1,16,16, 622, 121, 616, 120,0x0
219, 1,16,16, 610, 120, 616, 120,0x0
219,-1,16,16, 607, 136, 600, 136,0x0
219, 1,16,16, 594, 136, 600, 136,0x0
219,-1,16,16, 623, 137, 616, 136,0x0
219,-1,16,16, 590, 153, 584, 152,0x0
219, 1,16,16, 579, 151, 584, 152,0x0
219,-1,16,16, 607, 153, 600, 152,0x0
219,-1,16,16, 629, 155, 616, 152,0x0
219,-1,16,16, 594, 169, 584, 168,0x0
219, 1,16,16, 572, 170, 584, 168,0x0
219,-1,16,16, 614, 172, 600, 168,0x0
219, 1,16,16, 602, 165, 616, 168,0x0
219, 1,16,16, 573, 183, 584, 184,0x0
219,-1,16,16, 611, 185, 600, 184,0x0
219,-1,16,16, 623, 181, 616, 184,0x0
219, 1,16,16, 632, 178, 632, 184,0x0
219,-1,16,16, 608, 200, 616, 200,0x0
219, 1,16,16, 605, 199, 616, 200,0x0
219,-1,16,16, 632, 192, 632, 200,0x0
219, 1,16,16, 618, 205, 632, 200,0x0
219, 1,16,16, 611, 213, 616, 216,0x0
219, 1,16,16, 620, 216, 632, 216,0x0
11 220,-1,16,16, 629,  58, 616,  56,0x0
220,-1,16,16, 628,  74, 616,  72,0x0
220,-1,16,16, 629,  90, 616,  88,0x0
220,-1,16,16, 612, 104, 600, 104,0x0
220,-1,16,16, 629, 106, 616, 104,0x0
220,-1,16,16, 632, 111, 632, 104,0x0
220,-1,16,16, 613, 121, 600, 120,0x0
220,-1,16,16, 629, 120, 616, 120,0x0
220,-1,16,16, 597, 136, 584, 136,0x0
220,-1,16,16, 613, 138, 600, 136,0x0
222,-1,16,16, 614,  57, 600,  56,0x0
222,-1,16,16, 613,  72, 600,  72,0x0
222,-1,16,16, 629,  73, 616,  72,0x0
222,-1,16,16, 613,  88, 600,  88,0x0
222,-1,16,16, 629,  89, 616,  88,0x0
222,-1,16,16, 613, 104, 600, 104,0x0
222,-1,16,16, 595, 120, 584, 120,0x0
222,-1,16,16, 595, 136, 584, 136,0x0
222,-1,16,16, 578, 162, 568, 152,0x0
222,-1,16,16, 632, 182, 632, 168,0x0
222,-1,16,16, 603, 200, 568, 184,0x0
222,-1,16,16, 580, 226, 552, 216,0x0
2 223,-1,16,16, 607,  56, 600,  56,0x0
223,-1,16,16, 591,  72, 584,  72,0x0
223,-1,16,16, 606,  72, 600,  72,0x0
223,-1,16,16, 623,  72, 616,  72,0x0
223,-1,16,16, 607,  88, 600,  88,0x0
223,-1,16,16, 623,  88, 616,  88,0x0
223,-1,16,16, 590, 104, 584, 104,0x0
223,-1,16,16, 607, 104, 600, 104,0x0
223,-1,16,16, 622, 105, 616, 104,0x0
223,-1,16,16, 632, 119, 632, 104,0x0
223,-1,16,16, 590, 120, 584, 120,0x0
223,-1,16,16, 606, 123, 600, 120,0x0
223,-1,16,16, 622, 120, 616, 120,0x0
223,-1,16,16, 573, 136, 568, 136,0x0
223,-1,16,16, 591, 140, 584, 136,0x0
223,-1,16,16, 607, 140, 600, 136,0x0
223,-1,16,16, 622, 136, 616, 136,0x0
223,-1,16,16, 564, 155, 552, 152,0x0
223,-1,16,16, 579, 154, 568, 152,0x0
223,-1,16,16, 592, 156, 584, 152,0x0
223,-1,16,16, 604, 156, 600, 152,0x0
223,-1,16,16, 621, 152, 616, 152,0x0
223,-1,16,16, 560, 168, 552, 168,0x0
223,-1,16,16, 553, 232, 536, 232,0x0
2 224,-1,16,16, 598,  56, 584,  56,0x0
224,-1,16,16, 612,  55, 600,  56,0x0
224,-1,16,16, 583,  72, 568,  72,0x0
224,-1,16,16, 598,  72, 584,  72,0x0
224,-1,16,16, 614,  72, 600,  72,0x0
224,-1,16,16, 598,  88, 584,  88,0x0
224,-1,16,16, 612,  89, 600,  88,0x0
224,-1,16,16, 582, 104, 568, 104,0x0
224,-1,16,16, 598, 104, 584, 104,0x0
224,-1,16,16, 612, 104, 600, 104,0x0
224,-1,16,16, 580, 120, 568, 120,0x0
224,-1,16,16, 613, 122, 600, 120,0x0
224,-1,16,16, 628, 120, 616, 120,0x0
224,-1,16,16, 571, 138, 552, 136,0x0
224,-1,16,16, 578, 141, 568, 136,0x0
224,-1,16,16, 613, 136, 600, 136,0x0
224,-1,16,16, 629, 136, 616, 136,0x0
224,-1,16,16, 557, 158, 552, 152,0x0
224,-1,16,16, 610, 153, 600, 152,0x0
224,-1,16,16, 628, 151, 616, 152,0x0
224,-1,16,16, 549, 164, 536, 168,0x0
224,-1,16,16, 557, 174, 552, 168,0x0
224,-1,16,16, 577, 167, 568, 168,0x0
224,-1,16,16, 556, 171, 536, 184,0x0
224,-1,16,16, 569, 176, 552, 184,0x0
224,-1,16,16, 577, 183, 568, 184,0x0
224,-1,16,16, 606, 190, 600, 184,0x0
224,-1,16,16, 547, 207, 520, 200,0x0
224,-1,16,16, 559, 194, 536, 200,0x0
224,-1,16,16, 590, 202, 584, 200,0x0
224,-1,16,16, 618, 194, 616, 200,0x0
224,-1,16,16, 546, 219, 504, 216,0x0
5 1 225,-1,16,16, 575,  56, 568,  56,0x0
225,-1,16,16, 591,  56, 584,  56,0x0
225,-1,16,16, 575,  72, 568,  72,0x0
225,-1,16,16, 591,  72, 584,  72,0x0
225,-1,16,16, 607,  72, 600,  72,0x0
225,-1,16,16, 576,  88, 568,  88,0x0
225,-1,16,16, 591,  88, 584,  88,0x0
225,-1,16,16, 607,  88, 600,  88,0x0
225,-1,16,16, 575, 104, 568, 104,0x0
225,-1,16,16, 591, 104, 584, 104,0x0
225,-1,16,16, 608, 104, 600, 104,0x0
225,-1,16,16, 558, 121, 552, 120,0x0
225,-1,16,16, 576, 120, 568, 120,0x0
225,-1,16,16, 591, 120, 584, 120,0x0
225,-1,16,16, 606, 120, 600, 120,0x0
225,-1,16,16, 545, 137, 536, 136,0x0
225,-1,16,16, 558, 138, 552, 136,0x0
225,-1,16,16, 576, 136, 568, 136,0x0
225,-1,16,16, 591, 136, 584, 136,0x0
225,-1,16,16, 606, 136, 600, 136,0x0
225,-1,16,16, 530, 153, 520, 152,0x0
225,-1,16,16, 545, 153, 536, 152,0x0
225,-1,16,16, 558, 152, 552, 152,0x0
225,-1,16,16, 575, 152, 568, 152,0x0
225,-1,16,16, 591, 152, 584, 152,0x0
225,-1,16,16, 607, 152, 600, 152,0x0
225,-1,16,16, 542, 168, 536, 168,0x0
225,-1,16,16, 558, 169, 552, 168,0x0
225,-1,16,16, 574, 168, 568, 168,0x0
225,-1,16,16, 606, 168, 600, 168,0x0
225,-1,16,16, 525, 189, 520, 184,0x0
225,-1,16,16, 552, 175, 536, 184,0x0
225,-1,16,16, 559, 184, 552, 184,0x0
225,-1,16,16, 589, 185, 584, 184,0x0
225,-1,16,16, 514, 202, 504, 200,0x0
225,-1,16,16, 530, 202, 520, 200,0x0
225,-1,16,16, 553, 191, 536, 200,0x0
225,-1,16,16, 498, 216, 488, 216,0x0
225,-1,16,16, 517, 217, 504, 216,0x0
5 1 28 227,-1,16,16, 575,  56, 568,  56,0x0
227,-1,16,16, 592,  56, 584,  56,0x0
227, 1,16,16, 568,  55, 584,  56,0x0
227, 1,16,16, 537,  71, 552,  72,0x0
227,-1,16,16, 575,  72, 568,  72,0x0
227, 1,16,16, 553,  71, 568,  72,0x0
227,-1,16,16, 591,  72, 584,  72,0x0
227, 1,16,16, 568,  72, 584,  72,0x0
227,-1,16,16, 575,  88, 568,  88,0x0
227,-1,16,16, 591,  88, 584,  88,0x0
227, 1,16,16, 567,  88, 584,  88,0x0
227,-1,16,16, 559, 104, 552, 104,0x0
227, 1,16,16, 552, 103, 568, 104,0x0
227, 1,16,16, 568, 104, 584, 104,0x0
227, 1,16,16, 584, 104, 600, 104,0x0
227,-1,16,16, 559, 120, 552, 120,0x0
227, 1,16,16, 535, 119, 552, 120,0x0
227,-1,16,16, 575, 120, 568, 120,0x0
227, 1,16,16, 568, 120, 584, 120,0x0
227,-1,16,16, 606, 120, 600, 120,0x0
227,-1,16,16, 528, 136, 520, 136,0x0
227, 1,16,16, 506, 137, 520, 136,0x0
227,-1,16,16, 544, 136, 536, 136,0x0
227,-1,16,16, 559, 136, 552, 136,0x0
227,-1,16,16, 575, 136, 568, 136,0x0
227, 1,16,16, 553, 136, 568, 136,0x0
227,-1,16,16, 605, 136, 600, 136,0x0
227, 1,16,16, 585, 136, 600, 136,0x0
227,-1,16,16, 529, 152, 520, 152,0x0
227,-1,16,16, 544, 152, 536, 152,0x0
227,-1,16,16, 561, 152, 552, 152,0x0
227,-1,16,16, 575, 152, 568, 152,0x0
227,-1,16,16, 589, 152, 584, 152,0x0
227,-1,16,16, 607, 152, 600, 152,0x0
227,-1,16,16, 528, 168, 520, 168,0x0
227, 1,16,16, 503, 165, 520, 168,0x0
227,-1,16,16, 544, 168, 536, 168,0x0
227,-1,16,16, 560, 168, 552, 168,0x0
227,-1,16,16, 575, 168, 568, 168,0x0
227,-1,16,16, 590, 168, 584, 168,0x0
227, 1,16,16, 567, 168, 584, 168,0x0
227,-1,16,16, 606, 168, 600, 168,0x0
227,-1,16,16, 512, 184, 504, 184,0x0
227, 1,16,16, 490, 181, 504, 184,0x0
227,-1,16,16, 528, 184, 520, 184,0x0
227,-1,16,16, 544, 184, 536, 184,0x0
227,-1,16,16, 560, 184, 552, 184,0x0
227,-1,16,16, 573, 182, 568, 184,0x0
227, 1,16,16, 552, 183, 568, 184,0x0
227, 1,16,16, 584, 181, 600, 184,0x0
227,-1,16,16, 483, 200, 472, 200,0x0
227,-1,16,16, 499, 200, 488, 200,0x0
227, 1,16,16, 477, 200, 488, 200,0x0
227,-1,16,16, 512, 200, 504, 200,0x0
227, 1,16,16, 493, 200, 504, 200,0x0
227,-1,16,16, 532, 198, 520, 200,0x0
227,-1,16,16, 544, 200, 536, 200,0x0
227, 1,16,16, 577, 202, 584, 200,0x0
227,-1,16,16, 481, 216, 472, 216,0x0
227,-1,16,16, 495, 216, 488, 216,0x0
227,-1,16,16, 515, 216, 504, 216,0x0
227,-1,16,16, 532, 216, 520, 216,0x0
227, 1,16,16, 577, 216, 584, 216,0x0
227, 1,16,16, 594, 216, 600, 216,0x0
28 228,-1,16,16, 575,  56, 552,  56,0x0
228,-1,16,16, 593,  58, 568,  56,0x0
228,-1,16,16, 598,  57, 584,  56,0x0
228,-1,16,16, 573,  72, 552,  72,0x0
228,-1,16,16, 591,  72, 568,  72,0x0
228,-1,16,16, 576,  88, 552,  88,0x0
228,-1,16,16, 592,  88, 568,  88,0x0
228,-1,16,16, 560, 105, 536, 104,0x0
228,-1,16,16, 576, 104, 552, 104,0x0
228,-1,16,16, 591, 104, 568, 104,0x0
228,-1,16,16, 561, 121, 536, 120,0x0
228,-1,16,16, 576, 120, 552, 120,0x0
228,-1,16,16, 605, 121, 584, 120,0x0
228,-1,16,16, 545, 134, 520, 136,0x0
228,-1,16,16, 561, 135, 536, 136,0x0
228,-1,16,16, 575, 136, 552, 136,0x0
228,-1,16,16, 604, 136, 584, 136,0x0
228,-1,16,16, 525, 151, 504, 152,0x0
228,-1,16,16, 549, 152, 520, 152,0x0
228,-1,16,16, 561, 152, 536, 152,0x0
228,-1,16,16, 533, 168, 504, 168,0x0
228,-1,16,16, 549, 168, 520, 168,0x0
228,-1,16,16, 558, 174, 536, 168,0x0
228,-1,16,16, 576, 168, 552, 168,0x0
228,-1,16,16, 591, 169, 568, 168,0x0
228,-1,16,16, 524, 191, 504, 184,0x0
228,-1,16,16, 540, 191, 520, 184,0x0
228,-1,16,16, 508, 202, 488, 200,0x0
228,-1,16,16, 524, 204, 504, 200,0x0
228,-1,16,16, 497, 212, 472, 216,0x0
2 1 230,-1,16,16, 543,  56, 536,  56,0x0
230,-1,16,16, 559,  56, 552,  56,0x0
230,-1,16,16, 543,  72, 536,  72,0x0
230,-1,16,16, 559,  73, 552,  72,0x0
230,-1,16,16, 575,  72, 568,  72,0x0
230,-1,16,16, 544,  88, 536,  88,0x0
230,-1,16,16, 560,  89, 552,  88,0x0
230,-1,16,16, 575,  88, 568,  88,0x0
230,-1,16,16, 544, 105, 536, 104,0x0
230,-1,16,16, 560, 105, 552, 104,0x0
230,-1,16,16, 576, 104, 568, 104,0x0
230,-1,16,16, 592, 104, 584, 104,0x0
230,-1,16,16, 528, 121, 520, 120,0x0
230,-1,16,16, 543, 120, 536, 120,0x0
230,-1,16,16, 559, 120, 552, 120,0x0
230,-1,16,16, 577, 120, 568, 120,0x0
230,-1,16,16, 592, 120, 584, 120,0x0
230,-1,16,16, 509, 135, 504, 136,0x0
230,-1,16,16, 530, 134, 520, 136,0x0
230,-1,16,16, 559, 136, 552, 136,0x0
230,-1,16,16, 577, 136, 568, 136,0x0
230,-1,16,16, 600, 136, 584, 136,0x0
230,-1,16,16, 527, 151, 520, 152,0x0
230,-1,16,16, 577, 152, 568, 152,0x0
230,-1,16,16, 494, 171, 488, 168,0x0
230,-1,16,16, 512, 170, 504, 168,0x0
230,-1,16,16, 528, 169, 520, 168,0x0
230,-1,16,16, 546, 169, 536, 168,0x0
230,-1,16,16, 561, 168, 552, 168,0x0
230,-1,16,16, 578, 168, 568, 168,0x0
230,-1,16,16, 494, 187, 488, 184,0x0
230,-1,16,16, 510, 186, 504, 184,0x0
230,-1,16,16, 528, 184, 520, 184,0x0
230,-1,16,16, 546, 184, 536, 184,0x0
230,-1,16,16, 562, 184, 552, 184,0x0
230,-1,16,16, 591, 184, 584, 184,0x0
230,-1,16,16, 575, 200, 568, 200,0x0
230,-1,16,16, 573, 214, 568, 216,0x0
230,-1,16,16, 605, 233, 600, 232,0x0
15 231,-1,16,16, 543,  57, 536,  56,0x0
231,-1,16,16, 543,  73, 536,  72,0x0
231, 1,16,16, 521,  70, 536,  72,0x0
231,-1,16,16, 559,  73, 552,  72,0x0
231,-1,16,16, 543,  89, 536,  88,0x0
231,-1,16,16, 560,  89, 552,  88,0x0
231, 1,16,16, 537,  86, 552,  88,0x0
231,-1,16,16, 575,  88, 568,  88,0x0
231,-1,16,16, 528, 104, 520, 104,0x0
231,-1,16,16, 544, 105, 536, 104,0x0
231, 1,16,16, 521, 102, 536, 104,0x0
231,-1,16,16, 560, 105, 552, 104,0x0
231, 1,16,16, 537, 102, 552, 104,0x0
231,-1,16,16, 575, 104, 568, 104,0x0
231,-1,16,16, 528, 121, 520, 120,0x0
231, 1,16,16, 505, 116, 520, 120,0x0
231,-1,16,16, 542, 120, 536, 120,0x0
231,-1,16,16, 559, 120, 552, 120,0x0
231, 1,16,16, 555, 119, 568, 120,0x0
231, 1,16,16, 488, 133, 504, 136,0x0
231,-1,16,16, 529, 133, 520, 136,0x0
231, 1,16,16, 522, 140, 536, 136,0x0
231,-1,16,16, 560, 136, 552, 136,0x0
231,-1,16,16, 579, 136, 568, 136,0x0
231, 1,16,16, 501, 157, 504, 152,0x0
231,-1,16,16, 531, 151, 520, 152,0x0
231,-1,16,16, 544, 152, 536, 152,0x0
231, 1,16,16, 522, 156, 536, 152,0x0
231,-1,16,16, 561, 152, 552, 152,0x0
231,-1,16,16, 577, 152, 568, 152,0x0
231,-1,16,16, 495, 168, 488, 168,0x0
231,-1,16,16, 510, 171, 504, 168,0x0
231,-1,16,16, 530, 168, 520, 168,0x0
231,-1,16,16, 545, 167, 536, 168,0x0
231,-1,16,16, 562, 167, 552, 168,0x0
231, 1,16,16, 482, 182, 488, 184,0x0
231,-1,16,16, 509, 186, 504, 184,0x0
231, 1,16,16, 499, 180, 504, 184,0x0
231,-1,16,16, 565, 184, 552, 184,0x0
231,-1,16,16, 581, 184, 568, 184,0x0
231,-1,16,16, 549, 200, 536, 200,0x0
231,-1,16,16, 570, 194, 568, 200,0x0
231,-1,16,16, 584, 195, 584, 200,0x0
231, 1,16,16, 570, 200, 584, 200,0x0
231,-1,16,16, 605, 220, 600, 216,0x0
231, 1,16,16, 579, 209, 600, 216,0x0
231,-1,16,16, 608, 232, 600, 232,0x0
231, 1,16,16, 618, 241, 616, 232,0x0
19 1 232,-1,16,16, 542,  43, 520,  40,0x0
232, 1,16,16, 515,  39, 520,  40,0x0
232,-1,16,16, 542,  60, 520,  56,0x0
232, 1,16,16, 513,  55, 520,  56,0x0
232,-1,16,16, 557,  59, 536,  56,0x0
232, 1,16,16, 529,  55, 536,  56,0x0
232,-1,16,16, 542,  76, 520,  72,0x0
232,-1,16,16, 557,  75, 536,  72,0x0
232, 1,16,16, 529,  71, 536,  72,0x0
232,-1,16,16, 542,  92, 520,  88,0x0
232, 1,16,16, 529,  87, 536,  88,0x0
232, 1,16,16, 546,  88, 552,  88,0x0
232, 1,16,16, 498, 103, 504, 104,0x0
232, 1,16,16, 514, 103, 520, 104,0x0
232, 1,16,16, 530, 103, 536, 104,0x0
232, 1,16,16, 546, 103, 552, 104,0x0
232, 1,16,16, 498, 119, 504, 120,0x0
232, 1,16,16, 515, 119, 520, 120,0x0
232, 1,16,16, 530, 119, 536, 120,0x0
232, 1,16,16, 546, 119, 552, 120,0x0
232, 1,16,16, 482, 135, 488, 136,0x0
232, 1,16,16, 497, 135, 504, 136,0x0
232,-1,16,16, 545, 128, 520, 136,0x0
232, 1,16,16, 530, 135, 536, 136,0x0
232, 1,16,16, 546, 135, 552, 136,0x0
232,-1,16,16, 495, 159, 488, 152,0x0
232, 1,16,16, 482, 161, 488, 152,0x0
232, 1,16,16, 525, 154, 536, 152,0x0
232, 1,16,16, 546, 151, 552, 152,0x0
232,-1,16,16, 531, 160, 504, 168,0x0
232,-1,16,16, 549, 153, 520, 168,0x0
232, 1,16,16, 507, 178, 520, 168,0x0
232,-1,16,16, 568, 165, 536, 168,0x0
232, 1,16,16, 524, 170, 536, 168,0x0
232,-1,16,16, 484, 186, 472, 184,0x0
232, 1,16,16, 523, 183, 536, 184,0x0
232, 1,16,16, 504, 205, 504, 200,0x0
232, 1,16,16, 511, 200, 520, 200,0x0
232, 1,16,16, 525, 200, 536, 200,0x0
232, 1,16,16, 538, 199, 552, 200,0x0
232, 1,16,16, 555, 198, 568, 200,0x0
232,-1,16,16, 601, 203, 584, 200,0x0
232, 1,16,16, 571, 199, 584, 200,0x0
232, 1,16,16, 537, 215, 552, 216,0x0
232, 1,16,16, 554, 215, 568, 216,0x0
232, 1,16,16, 571, 215, 584, 216,0x0
232, 1,16,16, 537, 231, 552, 232,0x0
232, 1,16,16, 553, 231, 568, 232,0x0
8 2 1 1 1 234,-1,16,16, 552,  45, 520,  40,0x0
234,-1,16,16, 555,  42, 536,  40,0x0
234,-1,16,16, 534,  62, 504,  56,0x0
234,-1,16,16, 549,  61, 520,  56,0x0
234,-1,16,16, 565,  60, 536,  56,0x0
234,-1,16,16, 588,  58, 552,  56,0x0
234,-1,16,16, 534,  76, 504,  72,0x0
234,-1,16,16, 549,  77, 520,  72,0x0
234,-1,16,16, 565,  74, 536,  72,0x0
234,-1,16,16, 596,  74, 552,  72,0x0
234,-1,16,16, 549,  93, 520,  88,0x0
234,-1,16,16, 563,  93, 536,  88,0x0
234,-1,16,16, 596,  89, 552,  88,0x0
234,-1,16,16, 533, 108, 504, 104,0x0
234,-1,16,16, 578, 105, 552, 104,0x0
234,-1,16,16, 518, 129, 488, 120,0x0
234,-1,16,16, 569, 122, 536, 120,0x0
234,-1,16,16, 486, 171, 472, 168,0x0
234,-1,16,16, 556, 203, 504, 200,0x0
1 1 235,-1,16,16, 510,  41, 504,  40,0x0
235,-1,16,16, 527,  42, 520,  40,0x0
235,-1,16,16, 544,  40, 536,  40,0x0
235,-1,16,16, 512,  57, 504,  56,0x0
235,-1,16,16, 528,  57, 520,  56,0x0
235,-1,16,16, 510,  73, 504,  72,0x0
235,-1,16,16, 526,  73, 520,  72,0x0
235,-1,16,16, 541,  72, 536,  72,0x0
235,-1,16,16, 510,  89, 504,  88,0x0
235,-1,16,16, 526,  89, 520,  88,0x0
235,-1,16,16, 541,  88, 536,  88,0x0
235,-1,16,16, 494, 105, 488, 104,0x0
235,-1,16,16, 510, 105, 504, 104,0x0
235,-1,16,16, 526, 105, 520, 104,0x0
235,-1,16,16, 542, 104, 536, 104,0x0
235,-1,16,16, 494, 121, 488, 120,0x0
235,-1,16,16, 542, 121, 536, 120,0x0
235,-1,16,16, 480, 136, 472, 136,0x0
235,-1,16,16, 542, 136, 536, 136,0x0
235,-1,16,16, 530, 152, 520, 152,0x0
235,-1,16,16, 542, 153, 536, 152,0x0
235,-1,16,16, 530, 168, 520, 168,0x0
235,-1,16,16, 516, 185, 504, 184,0x0
235,-1,16,16, 530, 184, 520, 184,0x0
235,-1,16,16, 521, 201, 504, 200,0x0
235,-1,16,16, 553, 202, 536, 200,0x0
235,-1,16,16, 552, 216, 536, 216,0x0
235,-1,16,16, 567, 216, 552, 216,0x0
235,-1,16,16, 538, 234, 520, 232,0x0
235,-1,16,16, 553, 232, 536, 232,0x0
2 1 236,-1,16,16, 503,  41, 488,  40,0x0
236,-1,16,16, 517,  41, 504,  40,0x0
236,-1,16,16, 530,  40, 520,  40,0x0
236,-1,16,16, 506,  58, 488,  56,0x0
236,-1,16,16, 521,  57, 504,  56,0x0
236,-1,16,16, 531,  57, 520,  56,0x0
236,-1,16,16, 511,  74, 488,  72,0x0
236,-1,16,16, 516,  75, 504,  72,0x0
236,-1,16,16, 533,  74, 520,  72,0x0
236,-1,16,16, 500,  91, 488,  88,0x0
236,-1,16,16, 516,  91, 504,  88,0x0
236,-1,16,16, 533,  91, 520,  88,0x0
236,-1,16,16, 548,  89, 536,  88,0x0
236,-1,16,16, 500, 107, 488, 104,0x0
236,-1,16,16, 536, 100, 504, 104,0x0
236,-1,16,16, 549, 105, 536, 104,0x0
236,-1,16,16, 485, 122, 472, 120,0x0
236,-1,16,16, 500, 123, 488, 120,0x0
236,-1,16,16, 528, 121, 520, 120,0x0
236,-1,16,16, 544, 121, 536, 120,0x0
236,-1,16,16, 475, 131, 456, 136,0x0
236,-1,16,16, 489, 139, 472, 136,0x0
236,-1,16,16, 482, 154, 472, 152,0x0
236,-1,16,16, 498, 173, 488, 168,0x0
236,-1,16,16, 527, 158, 504, 168,0x0
236,-1,16,16, 498, 183, 488, 184,0x0
236,-1,16,16, 555, 236, 520, 232,0x0
2 237,-1,16,16, 319,  57, 328,  56,0x0
15 238, 1,16,16, 457,  40, 472,  40,0x0
238,-1,16,16, 498,  40, 488,  40,0x0
238,-1,16,16, 514,  42, 504,  40,0x0
238, 1,16,16, 458,  61, 472,  56,0x0
238,-1,16,16, 497,  56, 488,  56,0x0
238,-1,16,16, 510,  57, 504,  56,0x0
238, 1,16,16, 489,  55, 504,  56,0x0
238,-1,16,16, 495,  72, 488,  72,0x0
238,-1,16,16, 510,  72, 504,  72,0x0
238, 1,16,16, 490,  72, 504,  72,0x0
238,-1,16,16, 494,  88, 488,  88,0x0
238, 1,16,16, 474,  88, 488,  88,0x0
238,-1,16,16, 510,  88, 504,  88,0x0
238, 1,16,16, 490,  88, 504,  88,0x0
238,-1,16,16, 526,  88, 520,  88,0x0
238, 1,16,16, 507,  89, 520,  88,0x0
238, 1,16,16, 446,  93, 456, 104,0x0
238,-1,16,16, 476, 110, 472, 104,0x0
238, 1,16,16, 464,  92, 472, 104,0x0
238,-1,16,16, 494, 104, 488, 104,0x0
238, 1,16,16, 474, 104, 488, 104,0x0
238,-1,16,16, 510, 104, 504, 104,0x0
238, 1,16,16, 490, 104, 504, 104,0x0
238, 1,16,16, 508, 103, 520, 104,0x0
238,-1,16,16, 466, 121, 456, 120,0x0
238,-1,16,16, 479, 120, 472, 120,0x0
238, 1,16,16, 459, 120, 472, 120,0x0
238,-1,16,16, 494, 120, 488, 120,0x0
238, 1,16,16, 474, 120, 488, 120,0x0
238, 1,16,16, 496, 120, 504, 120,0x0
238,-1,16,16, 466, 136, 456, 136,0x0
238,-1,16,16, 478, 137, 472, 136,0x0
238, 1,16,16, 477, 136, 488, 136,0x0
238,-1,16,16, 524, 132, 520, 136,0x0
238,-1,16,16, 464, 153, 456, 152,0x0
238,-1,16,16, 483, 168, 472, 152,0x0
238, 1,16,16, 461, 152, 472, 152,0x0
238,-1,16,16, 525, 152, 520, 152,0x0
238,-1,16,16, 466, 170, 456, 168,0x0
238, 1,16,16, 440, 166, 456, 168,0x0
238,-1,16,16, 482, 170, 472, 168,0x0
238, 1,16,16, 483, 165, 488, 168,0x0
238,-1,16,16, 468, 186, 456, 184,0x0
238,-1,16,16, 494, 212, 488, 216,0x0
238,-1,16,16, 524, 213, 504, 216,0x0
238,-1,16,16, 491, 232, 472, 232,0x0
238, 1,16,16, 473, 226, 472, 232,0x0
15 239,-1,16,16, 497,  40, 472,  40,0x0
239,-1,16,16, 509,  40, 488,  40,0x0
239,-1,16,16, 502,  56, 472,  56,0x0
239,-1,16,16, 510,  57, 488,  56,0x0
239,-1,16,16, 509,  72, 488,  72,0x0
239,-1,16,16, 493,  88, 472,  88,0x0
239,-1,16,16, 524,  90, 504,  88,0x0
